,lt,exp,nuc,la,ndev,entrophy,ns,rexp,ld,fix
0,0.0018518518518518823,0.018518518518518535,-0.02222222222222221,0.07037037037037037,0.0,0.014814814814814836,0.0,0.031481481481481485,0.042592592592592626,0.0037037037037037424
1,0.0078947368421052,-0.011842105263157942,-0.00789473684210531,0.11578947368421048,0.0,0.010526315789473628,0.0,0.0013157894736842036,0.046052631578947324,-2.2204460492503132e-17
2,-0.008000000000000007,0.006222222222222196,-0.004444444444444473,0.05955555555555554,0.0,0.003555555555555534,0.0,-0.0008888888888889168,0.015111111111111075,0.005333333333333345
3,-0.013452914798206206,-0.0017937219730941312,0.021524663677130084,0.03587443946188347,-0.0017937219730941312,6.661338147750939e-17,0.0,0.00807174887892379,0.009865470852017989,0.0017937219730941977
4,-0.03007518796992483,0.0015037593984962294,-0.03759398496240605,0.006015037593984918,-0.007518796992481258,0.004511278195488688,0.004511278195488688,-0.01954887218045116,0.003007518796992481,-0.016541353383458655
5,0.06017699115044246,0.01415929203539823,0.038938053097345125,0.10796460176991149,-0.003539823008849563,0.010619469026548667,0.0017699115044247816,0.0,0.04070796460176991,-0.01238938053097347
6,0.002797202797202769,-0.006993006993007045,-0.03356643356643361,-0.004195804195804209,-0.0013986013986013956,-0.023776223776223813,-0.004195804195804187,-0.004195804195804231,-0.04895104895104898,0.0013986013986013956
7,0.03096234309623429,-0.014225941422594169,-0.026778242677824294,-0.006694560669456085,-0.004184100418410086,0.0016736401673639989,-0.0008368200836820217,0.005020920502092019,-0.023430962343096252,0.0
8,0.03122676579925652,0.017100371747211927,0.01412639405204461,0.06096654275092939,0.006691449814126416,0.018587360594795554,0.0029739776951672957,-0.0014869888475836257,0.030483271375464693,0.017843866171003753
9,0.06178010471204187,0.03036649214659688,0.024083769633507824,0.0806282722513089,0.010471204188481664,0.03350785340314135,0.008376963350785305,-0.0010471204188481798,0.03664921465968587,0.02303664921465969
10,0.019999999999999997,0.0033333333333333214,0.01499999999999999,0.025,0.0,0.0033333333333333214,0.0016666666666666607,0.008333333333333326,0.011666666666666648,0.0
11,-0.03111111111111107,0.017777777777777826,-0.023333333333333317,0.026666666666666707,-0.009999999999999964,-0.018888888888888844,-0.0022222222222222144,-0.00777777777777775,0.030000000000000047,0.0022222222222222144
12,0.027380952380952395,0.0011904761904762084,-0.026190476190476188,-0.009523809523809513,0.0,-0.010714285714285721,0.004761904761904745,-0.026190476190476188,0.015476190476190466,-0.011904761904761908
13,0.0515625,0.0140625,0.0046875,0.0890625,0.0078125,0.0109375,-0.0046875,0.00625,0.0328125,0.021875
14,-0.012307692307692308,0.03538461538461537,0.00923076923076922,-0.010769230769230776,0.0,0.006153846153846132,-0.001538461538461533,0.09230769230769231,-0.01692307692307693,-0.0076923076923076875
15,-0.002499999999999969,-0.00499999999999996,0.012500000000000044,0.11500000000000003,-0.002499999999999991,4.4408920985006264e-17,0.0,-0.012499999999999956,0.09000000000000004,-0.03249999999999995
16,-0.0020408163265306146,0.02653061224489799,0.0020408163265306367,0.016326530612244938,0.0,-0.016326530612244917,0.0,-0.032653061224489785,-0.030612244897959152,0.006122448979591843
17,0.08793103448275863,0.04482758620689657,0.020689655172413814,-0.025862068965517217,-0.0017241379310344751,0.010344827586206895,-0.006896551724137901,0.012068965517241393,-0.005172413793103447,0.0344827586206897
18,0.0688172043010753,0.0,-0.027956989247311825,0.0838709677419355,-0.0021505376344086004,-0.004301075268817201,0.0,0.0064516129032258,0.0129032258064516,-0.0064516129032258
19,0.051851851851851795,0.020370370370370306,0.033333333333333284,0.1129629629629629,0.024074074074074005,0.011111111111111072,0.0,0.007407407407407374,0.0981481481481481,0.031481481481481444
20,0.0015037593984962515,0.013533834586466198,0.0015037593984962739,0.06917293233082711,-0.003007518796992459,-0.003007518796992459,0.0,-0.004511278195488711,0.06616541353383461,-0.00751879699248117
21,-0.013186813186813185,0.013186813186813206,0.03516483516483519,0.013186813186813228,0.0,-0.013186813186813185,0.0,-0.03296703296703296,-0.00219780219780219,-0.03736263736263736
22,0.024324324324324343,0.013513513513513509,0.013513513513513464,0.1135135135135135,0.0,0.013513513513513487,0.0,-0.002702702702702697,0.027027027027026994,-0.0027027027027027193
23,0.01283018867924528,0.002264150943396226,0.019622641509433957,0.1313207547169811,0.0015094339622641507,-0.006792452830188677,-0.0007547169811320753,-0.0030188679245283013,0.03849056603773584,-0.002264150943396226
