,age,lt,nuc,la,ndev,entrophy,ns,rexp,fix
0,0.002614379084967311,0.05098039215686275,0.005228758169934666,0.0032679738562091387,-0.0006535947712418277,0.0032679738562091387,0.0006535947712418277,-0.03594771241830064,-0.015686274509803887
1,-0.00497512437810943,-0.003980099502487522,-0.016915422885572063,0.0,0.008955223880597062,0.0009950248756219083,0.0019900497512438165,0.02189054726368165,0.014925373134328401
2,0.0,0.01875,-0.025,0.0,-0.00625,-0.013750000000000017,0.0,2.2204460492503132e-17,0.026250000000000016
3,0.0027972027972028137,-0.02657342657342654,-0.004195804195804187,1.1102230246251566e-17,0.005594405594405627,-0.023776223776223727,2.2204460492503132e-17,-0.018181818181818122,0.012587412587412628
4,0.0,0.004524886877828105,-0.009954751131221662,-0.0036199095022624306,0.00633484162895932,0.009954751131221795,0.0018099547511312597,-0.06063348416289589,0.01628959276018105
5,0.0,0.02153846153846155,0.023589743589743584,0.002051282051282044,-0.001025641025641022,-0.001025641025641022,-0.00512820512820511,-0.0523076923076923,0.013333333333333353
6,0.0,-0.008000000000000007,-0.05466666666666668,-0.004000000000000026,0.010666666666666668,0.002666666666666662,-0.00666666666666671,0.0,-0.005333333333333334
7,0.0017543859649122862,0.01403508771929829,0.005263157894736903,0.0017543859649122862,-0.003508771929824528,0.00877192982456143,0.0,-0.01754385964912277,-0.0140350877192982
8,0.0014705882352941124,0.025,0.0470588235294118,0.0,-0.007352941176470562,-0.0014705882352941124,0.0,-0.03529411764705881,0.005882352941176494
9,-0.0024291497975707844,-0.026720647773279316,-0.051012145748987846,0.003238866396761142,-0.01133603238866394,-0.007287449392712508,-0.0016194331983805377,-0.0331983805668016,0.010526315789473717
10,-0.004587155963302725,0.02477064220183487,0.010091743119266038,0.0,-0.005504587155963314,-0.008256880733944972,0.000917431192660545,0.02844036697247705,-0.006422018348623859
11,0.0,0.023655913978494602,-0.0204301075268817,0.0010752688172043002,-0.021505376344086002,0.005376344086021501,0.0032258064516129,0.030107526881720404,0.011827956989247301
12,0.004366812227074246,0.023580786026200885,0.0829694323144105,-0.0017467248908296985,0.003493449781659397,0.007860262008733642,0.009606986899563342,-0.013100436681222715,-0.004366812227074246
13,-0.0008264462809917328,0.05537190082644625,0.03884297520661151,0.0,0.0033057851239669312,0.024793388429752004,-0.0016528925619834877,0.028099173553718958,0.004958677685950397
14,0.0,0.05486111111111114,0.060416666666666695,0.001388888888888906,0.002777777777777812,0.014583333333333393,0.006250000000000045,0.050694444444444466,0.009027777777777812
