,entrophy,rexp,age,ndev,fix,sexp,ld
0,0.0067251461988304005,-0.01754385964912277,-0.005847953216374257,0.02777777777777781,0.0,-0.02280701754385963,0.006725146198830445
1,0.015154185022026413,-0.004052863436123366,-0.005286343612334843,0.028722466960352366,0.0,0.015682819383259862,0.009867841409691592
2,0.01852237252861606,-0.005202913631633677,-0.0008324661810613643,0.026014568158168605,0.0,0.00998959417273677,0.020811654526534863
3,0.016710182767623972,-0.0015665796344648043,0.005221932114882466,0.03707571801566576,0.0,0.01305483028720622,0.03159268929503913
4,0.009511228533685556,-0.004491413474240469,-0.0029062087186262353,0.024570673712021086,0.0,0.016380449141347352,0.017701453104359267
5,0.007212205270457695,-0.0036061026352288473,-0.010818307905686542,-0.001664355062413314,0.0,-0.03772538141470179,0.0058252427184465995
6,0.02004608294930881,-0.017281105990783384,-0.016820276497695796,0.0018433179723502668,0.0,-0.02949308755760367,0.014516129032258096
7,0.004059040590405893,-0.018450184501845036,-0.000738007380073813,0.03597785977859778,0.0,-0.011439114391143913,0.014575645756457556
8,0.014360041623309039,0.010197710718002063,0.012278876170655572,0.05598335067637874,0.0,0.004786680541103006,0.023725286160249714
9,0.017210682492581664,-0.001978239366963397,-0.015628090999010837,0.036399604352126635,0.0,-0.0124629080118694,0.04807121661721074
10,0.025799999999999913,-0.01100000000000001,-0.025800000000000024,0.011399999999999966,0.0,-0.020600000000000018,0.03459999999999994
11,0.004454685099846434,-0.0050691244239630786,-0.025192012288786425,0.020583717357910935,0.0,-0.025652841781874037,0.016129032258064547
12,0.009743910056214933,0.006870705808869481,0.005871330418488485,0.016364772017489138,0.0,0.002748282323547824,0.011617738913179321
13,0.013802622498274708,0.006625258799171885,-0.005383022774327073,0.029537612146307856,0.0,0.003726708074534235,0.017943409247757124
14,0.018047579983593142,-0.004757998359310922,-0.017391304347826077,0.01821164889253486,0.0,0.0013125512715340237,0.030188679245283033
15,0.021314741035856555,0.006175298804780871,-0.004980079681274896,-0.001195219123505975,0.0,0.013545816733067716,0.039641434262948215
16,0.004088307440719574,-0.006050695012264917,-0.005560098119378543,0.013900245298446445,0.0,0.011610793131643527,0.021749795584627994
17,0.008163265306122413,0.0001457725947521249,-0.0051020408163265476,0.0034985422740524187,0.0,-0.006997084548105015,0.007434402332361456
18,0.015431164901664097,-0.007261724659606705,-0.0074130105900151785,-0.0016641452344932084,0.0,-0.022087745839636953,0.01739788199697423
19,0.010658307210031293,-0.010971786833855846,-0.016300940438871515,0.0017241379310344307,0.0,-0.020689655172413834,0.01253918495297801
20,0.013258426966292137,-0.004943820224719087,-0.00022471910112360495,-0.007640449438202235,0.0,-0.01730337078651687,0.01752808988764045
