,rexp,fix,age,entrophy
0,0.012048192771084399,0.0,0.0,0.25060240963855424
1,0.0,0.015037593984962405,0.0255639097744361,0.3157894736842105
2,0.0,0.0,0.0,0.30666666666666675
3,0.0,0.18444084278768233,0.0,0.24991896272285255
4,0.00812379110251451,0.13655705996131526,0.033655705996131526,0.2061895551257253
5,0.0,0.1511470985155195,0.2110661268556005,0.0
6,0.2632835820895523,0.006567164179104523,0.04537313432835823,0.06119402985074631
7,0.30488322717622085,0.0,0.06709129511677281,0.22590233545647562
8,0.3175202156334232,0.14177897574123988,0.21132075471698114,0.24582210242587604
9,0.21428571428571433,0.10457142857142857,0.16171428571428573,0.18571428571428578
10,0.20739299610894948,0.09922178988326846,0.14163424124513618,0.19182879377431908
11,-0.017640320733104287,-0.00045819014891179677,0.008705612829324139,0.29896907216494845
12,0.2598070739549839,0.0,0.19935691318327978,0.030653804930332297
13,0.01882352941176475,0.0,0.042352941176470635,0.2644117647058824
14,0.230625,0.0975,0.011250000000000005,0.19656249999999997
15,0.22909090909090907,0.09034965034965037,0.10153846153846155,0.029370629370629377
16,0.10662020905923346,0.11080139372822306,0.07967479674796751,0.13008130081300817
17,0.010718358038768527,0.10969213226909924,0.18608893956670466,0.21505131128848348
18,0.0,0.0,0.0,0.2859623733719247
19,0.0,0.0,0.19748603351955313,0.20754189944134085
20,0.02568807339449546,0.0,0.18389398572884813,0.19143730886850158
21,0.2174603174603175,-0.0005952380952380931,0.0,0.16329365079365077
22,0.2227608008429926,0.0,0.1365648050579557,0.17154899894625916
23,0.21534195933456557,0.0027726432532346745,0.13216266173752306,0.16857670979667277
24,0.2861833105335157,-0.008481532147742832,0.2150478796169631,0.05964432284541723
25,0.12472160356347439,-0.0015590200445434244,0.01492204899777283,0.21915367483296216
26,0.0,0.0,0.0,0.2872413793103449
27,0.0,0.0,0.0,0.2893061224489796
28,0.2248934356351236,0.0,0.0,0.128388746803069
29,0.0,0.0,0.0,0.3109879963065558
30,0.28451548451548453,0.0029970029970030508,0.08091908091908093,0.06493506493506498
31,0.0045637583892617515,0.0026845637583893024,0.07302013422818794,0.2934228187919463
32,0.0037383177570093017,-0.005073431241655579,-0.005874499332443284,0.20801068090787714
33,0.0,0.0,0.0,0.2628434886499402
34,0.0,0.0,0.0,0.26036519871106345
35,0.0002120890774124584,0.0,0.0027571580063626257,0.1946977730646871
36,0.0,0.0,0.0,0.21487603305785127
37,0.043455497382199004,0.0,0.011518324607329867,0.13638743455497387
38,0.0,0.0,0.0,0.27906976744186046
39,0.10119047619047625,-0.0003968253968253732,0.0,0.09583333333333337
40,0.2768959435626102,0.0003527336860669861,0.05308641975308637,0.025220458553791847
41,0.12591715976331358,0.0,0.0030769230769230214,0.08331360946745556
42,0.20295420974889217,0.0,0.0815361890694239,0.03426883308714916
43,0.15508885298869143,0.003231017770597755,0.10920840064620356,0.11211631663974153
44,0.16327272727272726,0.004363636363636347,0.1807272727272727,0.08981818181818182
45,-0.0025974025974026204,0.0,0.0,0.21688311688311684
46,0.0,0.0,0.0,0.2129133858267717
47,0.013902053712480234,-0.0006319115323854873,-0.025592417061611417,0.1055292259083728
48,0.15825049701789262,0.0,0.0,0.0
49,-0.021643286573146313,-0.0012024048096192397,0.012024048096192286,0.11382765531062118
50,0.11520572450805014,0.0014311270125223706,-0.009660107334525936,0.15813953488372096
51,0.171677559912854,0.0,0.0,0.0
52,0.19553072625698326,0.08119180633147116,0.0,0.0
53,-0.0011650485436893066,0.0,0.0,0.30524271844660195
54,0.0,0.0,0.0,0.36765498652291106
