,rexp,nuc,entrophy,fix,age,lt,ns,la,ndev
0,0.0026143790849672667,0.01764705882352935,0.03464052287581694,-0.0032679738562092055,0.0006535947712418055,0.045098039215686225,0.004575163398692794,0.035947712418300616,0.0032679738562091166
1,0.0029850746268656357,0.0,-0.003980099502487544,-0.004975124378109474,-0.003980099502487566,0.006965174129353202,-0.00497512437810943,-0.008955223880597062,0.0059701492537313165
2,-0.0025000000000000135,-0.04749999999999999,-0.021250000000000012,-0.012499999999999978,-0.009999999999999986,0.010000000000000009,-0.006249999999999978,0.011250000000000005,-0.004999999999999982
3,-0.01118881118881121,0.01678321678321675,0.013986013986013957,-0.006993006993007001,0.005594405594405582,0.03496503496503496,-0.006993006993007001,0.025174825174825166,0.005594405594405582
4,-0.02081447963800902,0.011764705882352988,0.01628959276018105,-0.002714932126696823,0.004524886877828149,0.0018099547511312597,2.2204460492503132e-17,0.027149321266968385,0.0018099547511312819
5,0.004102564102564088,-0.00410256410256411,0.006153846153846132,-0.0051282051282051325,-0.002051282051282044,0.04923076923076921,0.0,0.06769230769230768,-0.011282051282051286
6,0.010666666666666668,-0.006666666666666687,0.025333333333333298,0.013333333333333308,0.0013333333333333196,0.09733333333333331,0.0,0.07466666666666666,-0.01066666666666669
7,0.0,0.0,0.056140350877192956,0.0,0.00350877192982455,-0.0052631578947368585,0.003508771929824528,0.001754385964912264,0.0
8,-0.00882352941176472,0.020588235294117664,-0.00882352941176472,0.007352941176470562,-0.01470588235294119,0.06470588235294117,-0.02352941176470591,0.08382352941176467,0.02941176470588234
9,0.019433198380566764,0.007287449392712486,0.0072874493927125306,-0.004048582995951455,0.021052631578947323,0.004048582995951388,0.004048582995951388,0.04858299595141698,0.01133603238866392
10,-0.0027522935779816793,0.011009174311926561,-0.007339449541284471,-0.008256880733944972,-0.0009174311926605672,-0.008256880733944993,0.0,0.05871559633027521,-0.0027522935779816793
11,-0.012903225806451646,0.0010752688172043002,-0.0010752688172043002,0.0,-0.005376344086021501,0.0010752688172042779,0.0064516129032258,0.021505376344086002,0.037634408602150504
12,-0.01397379912663752,0.03144104803493453,0.005240174672489095,0.0,0.0008733624454148492,-0.00960698689956332,0.01135371179039304,-0.0017467248908296985,0.0008733624454148492
13,-0.009917355371900772,-0.0190082644628099,0.043801652892562035,-0.007438016528925595,0.0198347107438017,0.022314049586776897,0.016528925619834767,-0.02479338842975203,0.0033057851239669755
14,-0.017361111111111095,0.00277777777777779,0.02430555555555556,-0.005555555555555536,0.01111111111111116,0.007638888888888906,0.009027777777777812,-0.013194444444444443,-0.03611111111111107
15,-0.004807692307692313,0.0028846153846153744,0.13173076923076923,0.0,0.012499999999999978,0.0009615384615384581,0.0038461538461538325,-0.005769230769230749,-0.007692307692307709
16,0.012765957446808484,0.0,0.09999999999999998,0.0,0.01702127659574464,0.010638297872340385,0.0361702127659574,0.0,0.0
17,0.015533980582524287,0.015533980582524264,0.021359223300970932,0.009708737864077666,0.06601941747572823,-0.013592233009708733,0.03300970873786413,-0.007766990291262132,-0.0058252427184465995
18,-0.003053435114503822,0.0,0.012213740458015288,-0.006106870229007644,-0.029007633587786196,0.025954198473282463,-0.004580152671755733,0.029007633587786286,-0.03511450381679386
19,0.006172839506172911,0.05185185185185193,0.008641975308642014,0.01111111111111116,0.05308641975308646,0.032098765432098796,-0.016049382716049342,0.0592592592592593,0.025925925925925953
20,-0.02352941176470591,0.0,-0.0018099547511312153,0.0,-0.00542986425339369,-0.01900452488687787,0.0,0.06787330316742075,0.0
21,0.0064516129032258,0.05069124423963134,0.044239631336405495,0.008294930875576024,0.026728110599078335,-0.010138248847926268,0.02304147465437787,0.035023041474654334,0.0009216589861751112
22,0.0,0.020095693779904323,0.018181818181818167,-0.002870813397129179,-0.0038277511961722467,0.0,0.013397129186602897,0.04784688995215312,0.0
23,-0.0061728395061727784,0.020987654320987703,-0.0024691358024691024,0.0024691358024691466,0.020987654320987682,0.043209876543209916,0.006172839506172867,0.09629629629629635,0.0037037037037037424
24,-0.021311475409836068,0.011475409836065587,-0.0049180327868852515,-0.01311475409836067,0.06229508196721314,0.027868852459016425,-0.0016393442622950837,-0.008196721311475396,0.0
25,-0.0012048192771084044,0.026506024096385583,0.003614457831325346,0.0096385542168675,0.01927710843373498,0.004819277108433773,0.001204819277108493,0.04457831325301207,0.03855421686746992
26,0.006808510638297882,0.018723404255319154,0.017021276595744705,0.009361702127659587,-0.0008510638297872352,0.009361702127659587,0.008510638297872353,-0.003404255319148941,0.005957446808510647
27,-0.017460317460317464,-0.03809523809523809,0.01428571428571428,-0.004761904761904745,0.04047619047619051,-0.0071428571428571175,0.010317460317460303,-0.009523809523809513,-0.005555555555555558
28,-0.008092485549132911,-0.010404624277456632,0.005780346820809279,0.004624277456647441,-0.026589595375722495,-0.003468208092485514,-0.006936416184971072,-0.015028901734104006,0.0011560693641618825
29,-0.0019512195121951237,0.011707317073170742,0.039999999999999994,-0.0039024390243902474,0.02634146341463417,0.024390243902439046,-0.006829268292682933,0.018536585365853675,0.019512195121951237
30,-0.014070351758794009,0.008040201005025116,-2.2204460492503132e-17,-0.009045226130653306,0.019095477386934644,-0.011055276381909573,-0.005025125628140725,-0.006030150753768848,-4.4408920985006264e-17
31,0.0,-0.002955665024630538,-0.009852216748768461,0.0,0.04334975369458134,-0.010837438423645308,0.0019704433497536923,-0.0019704433497536923,-0.014778325123152691
32,0.021660649819494605,0.018050541516245543,0.01949458483754518,-0.007220216606498164,-0.00361010830324906,0.06281588447653433,0.009386281588447676,0.06787003610108307,0.0036101083032491045
33,-0.0016460905349794165,-0.04115226337448556,-0.047736625514403296,-0.0024691358024691245,-0.02304526748971194,0.0213991769547325,0.006584362139917666,0.023045267489711918,-0.009053497942386812
34,-0.0204878048780488,-0.008780487804878057,-0.011707317073170742,-0.0009756097560975618,0.0019512195121951237,0.008780487804878057,0.004878048780487809,0.023414634146341484,-0.006829268292682933
35,-0.02028985507246377,0.03768115942028984,0.01932367149758456,-0.003864734299516881,2.2204460492503132e-17,-0.010628019323671477,0.023188405797101463,0.030917874396135293,-0.0009661835748792091
36,0.025380710659898487,0.03147208121827414,0.010152284263959421,0.0030456852791878263,0.02131979695431476,0.0010152284263959422,0.025380710659898532,0.01624365482233505,0.045685279187817306
37,0.017670682730923648,0.012851405622489898,0.009638554216867412,0.006425702811244949,0.0008032128514056103,0.014457831325301162,0.008032128514056191,0.016064257028112382,0.032128514056224855
38,0.0013840830449826757,0.008996539792387525,0.05674740484429066,-0.004844290657439476,0.0027681660899653735,-0.0006920415224913823,0.008304498269896144,0.01868512110726637,0.011072664359861562
39,0.0,0.0,0.021513944223107595,0.0,-0.007968127490039834,-0.012749003984063733,0.03266932270916338,0.00239043824701195,-0.0031872509960159333
40,0.0,-0.011650485436893199,-0.014563106796116498,0.0,0.01941747572815533,0.004854368932038833,-0.010679611650485431,0.0029126213592232998,-0.0174757281553398
41,0.0,-0.01702127659574466,0.03829787234042552,0.0,0.05212765957446808,0.004255319148936176,0.002127659574468077,0.007446808510638281,0.010638297872340408
