,ld,exp,lt,ndev,rexp,ns,la,nuc,entrophy,age
0,-0.022018348623853212,0.009174311926605495,-0.015596330275229376,-0.002752293577981635,-0.011009174311926606,-0.000917431192660545,-0.008256880733944972,-0.02110091743119267,-0.007339449541284404,-0.006422018348623881
1,0.02265372168284787,0.0,0.0006472491909385259,0.0,0.014239482200647236,-0.003236245954692518,0.09061488673139158,0.012944983818770206,-0.005825242718446621,0.02653721682847896
2,0.02491103202846967,-0.0142348754448399,-0.007117437722419973,-0.007117437722420017,-0.0064056939501780045,0.003558718861209953,0.11245551601423483,0.007117437722419862,0.018505338078291755,-0.002846975088968051
3,0.020994475138121492,0.010313075506445646,0.010681399631675848,0.0,0.004051565377532218,0.0014732965009208066,0.03204419889502756,0.006261510128913406,0.005156537753222823,0.01141804788213625
4,0.012727272727272698,-0.0013636363636364336,0.00681818181818179,-0.008181818181818224,0.05227272727272723,-0.005000000000000027,0.06636363636363632,0.007272727272727253,-0.001818181818181852,0.05454545454545452
5,0.004878048780487787,0.02020905923344942,0.002090592334494712,0.004878048780487742,-0.0055749128919860835,-0.004181184668989579,0.0494773519163763,0.036236933797909376,0.013937282229965108,-0.029268292682926855
6,0.056547619047619,0.01130952380952377,0.018452380952380887,0.004166666666666652,-0.0023809523809523946,0.0011904761904761862,0.036904761904761864,0.024404761904761863,0.004166666666666652,0.04107142857142854
7,0.025287356321839115,0.017816091954023026,0.031034482758620707,0.06724137931034486,0.013793103448275912,0.005747126436781635,0.04425287356321843,0.021264367816091978,0.04195402298850577,0.07873563218390808
8,0.016853932584269638,-0.006741573033707882,0.003932584269662876,0.012359550561797716,0.015168539325842677,-0.007865168539325862,0.10393258426966293,0.020786516853932534,0.006741573033707838,0.010674157303370757
9,0.05054945054945052,0.0005494505494505253,-0.012087912087912133,-0.0005494505494505475,0.0016483516483516204,0.0,0.1313186813186813,0.0071428571428571175,0.003296703296703285,0.04120879120879117
10,-0.007729468599033784,-0.0009661835748792314,-0.0061191626409017544,0.005152979066022567,0.007729468599033851,-0.004508856682769724,0.1809983896940419,0.0006441223832528209,-0.010305958132045068,-0.0006441223832527986
11,0.0219858156028369,0.03191489361702129,0.03085106382978726,-0.0007092198581560405,0.00035460992907803134,-0.002482269503546064,0.11134751773049648,0.04432624113475177,0.0021276595744681216,0.01843971631205672
12,0.012145748987854255,0.03319838056680165,0.0072874493927125306,-0.0016194331983805598,-0.0072874493927125306,-0.0008097165991902688,0.07611336032388664,0.02348178137651824,0.0202429149797571,0.013765182186234815
13,-0.0011494252873562871,-0.001149425287356265,0.005747126436781635,0.0,0.0034482758620689945,-0.0022988505747125964,0.15632183908045977,-0.0045977011494252595,-0.010344827586206851,0.0
14,0.017834394904458595,0.007643312101910826,0.03312101910828025,-0.010191082802547768,0.02547770700636942,0.001273885350318471,0.09426751592356686,0.01146496815286624,-0.02165605095541403,0.02547770700636942
15,0.10210526315789473,0.03684210526315788,0.11263157894736842,0.007368421052631602,0.027368421052631552,0.0,0.12631578947368421,0.07789473684210527,0.04526315789473685,0.059999999999999984
16,-0.0006250000000000532,0.05312499999999996,0.05062499999999996,0.0,0.04687499999999998,0.02124999999999999,0.03937499999999998,0.005624999999999991,0.06999999999999995,0.09812499999999998
17,0.0038888888888888975,0.04444444444444447,0.01555555555555559,0.012222222222222245,0.021111111111111146,-0.007222222222222218,0.009444444444444455,0.03166666666666669,0.03722222222222225,0.036666666666666695
18,-0.005857740585774107,0.00836820083682004,0.011715481171548081,0.021757322175732185,0.030125523012552245,0.020920502092050142,0.06359832635983258,0.0008368200836819551,-0.021757322175732275,-0.009205020920502172
19,-0.01256544502617798,-0.01675392670157063,0.019895287958115238,0.028272251308900563,0.04502617801047126,-0.004188481675392652,0.003141361256544539,-0.005235602094240788,0.013612565445026203,0.041884816753926725
20,0.048484848484848485,-0.012121212121212133,0.05696969696969698,0.06303030303030303,0.01212121212121211,-0.010909090909090913,0.016969696969696968,0.041212121212121235,-0.01333333333333333,0.006060606060606077
21,-0.002797202797202791,0.011188811188811187,0.08811188811188812,-0.006993006993006978,-0.004195804195804187,-0.004195804195804187,0.05594405594405594,-0.027972027972027958,0.004195804195804187,0.004195804195804209
22,0.024074074074074046,-0.0037037037037037203,0.03888888888888888,-0.016666666666666698,0.0796296296296296,-0.0018518518518518823,0.07037037037037035,0.002777777777777746,-0.04907407407407412,0.05555555555555554
23,0.042352941176470635,0.010588235294117699,0.04352941176470591,0.04705882352941178,0.02705882352941178,0.01764705882352946,0.07529411764705884,0.09529411764705886,0.0635294117647059,0.04470588235294119
24,-0.017021276595744705,-0.012765957446808507,0.01702127659574466,0.0,-0.008510638297872353,0.017021276595744685,0.07659574468085108,-0.004255319148936176,-0.0553191489361702,-0.025531914893616992
25,0.015434083601286197,0.0713826366559486,0.0655948553054663,0.019292604501607767,0.007717041800643099,0.007717041800643143,0.06045016077170422,0.032154340836012915,0.009646302250803939,0.030225080385852143
26,0.008219178082191792,0.06356164383561642,0.05753424657534245,0.09150684931506851,-0.017534246575342482,0.01698630136986301,0.03232876712328765,0.047671232876712336,0.06739726027397261,0.03945205479452054
27,0.01658031088082903,0.02279792746113991,0.009326424870466333,0.027979274611398975,0.005181347150259108,0.033160621761658016,0.01968911917098448,0.01968911917098446,0.006217616580310903,0.06113989637305699
