,la,lt,fix,entrophy,sexp,nuc,ndev,age,ns
0,0.008045977011494242,0.04137931034482758,0.004022988505747105,-0.018965517241379327,0.014367816091954023,0.004597701149425282,0.0028735632183907955,0.017816091954022985,-0.0005747126436781658
1,-0.012173913043478268,0.016231884057971012,-0.009855072463768122,-0.002898550724637683,0.0017391304347826098,-0.006376811594202903,0.0005797101449275365,-0.0040579710144927564,-0.0034782608695652197
2,0.022541966426858507,0.02302158273381292,0.009592326139088692,0.029256594724220597,0.022541966426858483,0.018705035971222993,0.005755395683453202,0.02685851318944845,0.0
3,-0.013720316622691287,0.003166226912928771,-0.0005277044854881229,-0.002638522427440615,-0.004221635883905017,-0.0021108179419524918,-0.003693931398416883,-0.005804749340369397,0.0
4,-0.008727272727272783,0.019636363636363608,0.010909090909090868,0.05599999999999998,-0.010181818181818203,0.011636363636363601,0.013090909090909065,0.05236363636363635,0.0
5,0.0021201413427561545,0.0021201413427561987,0.0,0.0,0.0,0.0,0.0,0.000706713780918733,0.0028268551236748873
6,-0.0004914004914005066,0.01326781326781321,-0.007862407862407883,0.037837837837837805,0.01769041769041766,0.01867321867321865,0.012285012285012243,-0.0024570024570025107,0.0
7,-0.018604651162790732,0.0013953488372093093,-0.0027906976744185965,0.039069767441860456,0.014418604651162781,0.028372093023255808,0.00511627906976746,0.04232558139534883,0.0
8,-0.013076923076923087,0.01153846153846153,-0.0007692307692307776,0.0,-0.003076923076923066,0.0,0.003076923076923066,0.001538461538461533,0.0007692307692307554
9,-0.04137931034482765,0.009195402298850519,-0.02988505747126442,0.06321839080459764,-0.0011494252873563537,-0.021839080459770167,0.0045977011494252595,0.012643678160919491,0.00804597701149421
10,-0.0015810276679841806,0.0,0.0,0.0,0.0,-0.0007905138339920903,0.0,-0.0007905138339920903,0.004743083003952575
11,-0.004201680672268893,0.03361344537815132,0.0016806722689076015,0.05630252100840338,0.007563025210084051,0.03109243697478996,0.001680672268907557,0.09411764705882357,0.0
12,0.01708542713567842,0.013065326633165886,-0.005025125628140637,-0.016080402010050232,0.0060301507537688925,0.0070351758793970156,0.004020100502512602,0.02311557788944727,-0.0010050251256281228
13,0.031906614785992236,-0.003112840466926081,-0.010116731517509714,-0.0007782101167315147,-0.0007782101167314925,0.007003891050583677,0.0062256809338521405,0.007782101167315192,0.0
14,-0.013924050632911422,0.0012658227848100889,-0.006329113924050644,0.0025316455696202224,-0.006329113924050644,-2.2204460492503132e-17,0.0050632911392404665,0.0012658227848101112,0.007594936708860733
15,0.024778761061946895,0.03539823008849559,-0.0017699115044247816,0.03362831858407078,0.0017699115044247816,0.023008849557522137,0.01415929203539823,0.015929203539822988,0.0
16,-0.002484472049689401,-0.008695652173912993,-0.003726708074534102,0.01739130434782612,-0.006211180124223526,0.006211180124223637,0.021118012422360288,0.029813664596273347,0.0
17,-0.009756097560975618,-0.024390243902438956,-0.008536585365853666,-0.009756097560975573,-0.0012195121951219523,-0.009756097560975596,0.007317073170731714,0.03902439024390246,0.0
18,-0.002941176470588225,0.0014705882352941124,0.0,-0.0014705882352941124,0.0,0.007352941176470562,0.007352941176470562,0.00588235294117645,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2204460492503132e-17,0.0
20,0.0,0.02142857142857142,0.0,0.00714285714285714,0.0,0.00714285714285714,0.00714285714285714,0.0,0.0
21,-0.018918918918918927,-0.016216216216216207,0.013513513513513497,0.005405405405405406,0.02432432432432431,0.029729729729729714,-0.005405405405405428,0.0,-0.008108108108108126
22,0.0037383177570093464,-0.0542056074766355,-0.0028037383177570096,-0.0009345794392523366,-0.03177570093457943,-0.0037383177570093464,0.0,0.0,0.0028037383177570096
23,-0.0030188679245283234,-0.022641509433962304,0.0015094339622641507,0.021132075471698108,0.0007547169811320753,0.007547169811320753,-0.01283018867924528,0.030188679245283012,0.0
24,0.13415637860082302,0.010699588477366207,0.03209876543209873,-0.004938271604938338,-0.0032921810699588993,-0.01975308641975313,0.03292181069958848,-0.006584362139917754,0.0
25,-0.0018433179723502334,0.006451612903225812,-0.008294930875576045,0.0,-0.0009216589861751112,0.0,0.011981566820276502,-0.0184331797235023,-0.019354838709677424
26,-0.01428571428571428,0.001785714285714296,-0.023214285714285705,0.001785714285714296,-0.023214285714285705,0.0,0.005357142857142871,-0.012499999999999994,-0.01785714285714285
27,0.03448275862068961,0.006896551724137901,0.1241379310344827,-0.01379310344827589,0.21379310344827585,0.02068965517241377,-0.020689655172413834,0.06896551724137927,0.02758620689655169
28,0.0,0.0,-0.028571428571428602,-0.09523809523809526,0.0,0.009523809523809513,-0.05714285714285718,0.019047619047619025,0.0
29,-0.012244897959183687,-0.024489795918367373,0.024489795918367353,-0.020408163265306145,-0.004081632653061229,-0.044897959183673494,-0.048979591836734726,0.02857142857142858,0.004081632653061229
30,0.023880597014925353,0.029850746268656712,-0.020895522388059695,-0.011940298507462699,0.11044776119402985,-0.0029850746268656803,-0.008955223880597041,0.035820895522388055,0.017910447761194014
31,0.01935483870967749,0.002580645161290351,-0.014193548387096699,-0.015483870967741887,-0.011612903225806414,-0.006451612903225756,-0.0012903225806451424,-0.006451612903225756,0.07096774193548391
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002597402597402576,0.08571428571428574
33,0.0021505376344086446,0.012903225806451691,0.023655913978494713,-0.017204301075268803,0.0,-0.002150537634408578,0.0,0.0,0.09892473118279574
