,rexp,fix,age,entrophy
0,0.0,0.0,0.0,0.29397590361445786
1,0.0,0.0,0.0,0.3368421052631579
2,0.0,0.0,0.0,0.32666666666666677
3,-0.0006482982171798657,0.03144246353322535,0.004538087520259371,0.31961102106969214
4,0.0034816247582204695,0.13617021276595742,0.037137330754351994,0.2030947775628626
5,0.0,0.14170040485829954,0.1978407557354925,0.0
6,0.09880597014925374,0.013731343283582076,0.16179104477611944,0.13850746268656716
7,0.2301486199575372,0.0,0.1719745222929937,0.05265392781316347
8,0.025336927223719673,0.11967654986522916,0.139622641509434,0.28140161725067386
9,0.22742857142857148,0.09485714285714289,0.0628571428571429,0.264
10,0.2964980544747082,0.0894941634241245,0.09883268482490268,0.2517509727626459
11,0.0,0.0,0.02290950744558995,0.3596792668957618
12,0.0,0.0,0.0,0.3404072883172561
13,0.02000000000000004,0.0,0.03764705882352946,0.24941176470588236
14,0.20687499999999998,0.08874999999999997,-0.0018750000000000266,0.18718749999999998
15,0.23188811188811193,0.08419580419580423,0.093986013986014,0.029650349650349694
16,0.0,0.10615563298490124,0.11846689895470382,0.22137049941927986
17,-2.2204460492503132e-17,0.11174458380843785,0.1824401368301026,0.23922462941847203
18,0.0,0.0,0.0,0.28075253256150506
19,-0.010335195530726326,0.0,0.21675977653631281,0.21927374301675973
20,0.01977573904179415,0.0,0.18165137614678906,0.19388379204892972
21,0.28174603174603174,0.0892857142857143,0.0,0.0
22,0.3022128556375132,0.0,0.004425711275026378,0.0
23,0.014232902033271743,0.009057301293900233,0.1426987060998152,0.24824399260628463
24,0.27606019151846783,-0.007113543091655306,0.21395348837209296,0.05471956224350201
25,0.20133630289532295,-0.003786191536748329,0.022048997772828493,0.253674832962138
26,0.0,0.0,0.0,0.27999999999999997
27,0.0,0.0,0.0,0.27199999999999996
28,0.0,0.0,0.0,0.27587382779198644
29,0.0,0.0,0.0,0.31800554016620497
30,0.0915084915084915,0.0,0.0,0.1642357642357642
31,0.0233557046979866,0.004295302013422852,0.0026845637583893245,0.2797315436241611
32,0.0072096128170894055,0.0,0.0,0.26381842456608806
33,0.0,0.0,0.009080047789725243,0.2731182795698925
34,0.0,0.0,0.011170784103114983,0.2577873254564984
35,0.0,0.0,0.0031813361611876976,0.22036055143160124
36,0.0,0.0,0.0019283746556473913,0.22011019283746558
37,0.0,0.0,0.0,0.29214659685863864
38,0.0,0.0,0.0,0.2883720930232558
39,0.0,0.0,0.0,0.2694444444444445
40,0.04638447971781301,0.004761904761904745,0.004409171075837737,0.07089947089947088
41,0.053254437869822424,0.0,0.003076923076923044,0.11195266272189344
42,0.1834564254062038,0.0026587887740029403,0.01949778434268832,0.029246676514032455
43,0.0,0.0,0.0,0.18158319870759293
44,0.0,0.0,0.0,0.18109090909090908
45,0.011688311688311725,0.08928571428571433,0.011038961038961093,0.09610389610389611
46,0.02425196850393705,0.012913385826771661,0.03716535433070869,0.13322834645669293
47,-0.012322274881516581,2.2204460492503132e-17,-0.024644549763033163,0.03222748815165879
48,-0.0015904572564611863,0.0,0.0,0.025844930417495048
49,-0.019639278557114247,0.0,0.0,0.03206412825651304
50,-0.012880143112701248,0.0,0.007155635062611831,0.12236135957066192
51,0.2618736383442265,-0.004357298474945548,0.1250544662309368,0.07799564270152504
52,0.006703910614525155,0.0,0.008193668528864073,0.2271880819366853
53,0.02679611650485436,0.0,0.029126213592232997,0.2749514563106796
54,0.0,0.0,0.021563342318059252,0.3460916442048517
