,ndev,entrophy,nuc,lt,ld,fix,age,la,ns,exp
0,0.0,0.04444444444444443,-1.1102230246251566e-17,-0.04444444444444447,-0.01666666666666668,0.016666666666666656,0.005555555555555552,-0.011111111111111117,0.0,0.0
1,0.01499999999999999,0.0,0.019999999999999983,0.03999999999999998,0.06999999999999999,0.0,0.0,0.045,0.0,0.0
2,0.0,0.0,0.017142857142857126,0.02857142857142858,-0.011428571428571432,0.022857142857142864,0.0,-0.022857142857142864,0.0,0.034285714285714294
3,-0.021052631578947344,0.015789473684210575,0.07368421052631584,0.02105263157894739,0.03157894736842111,0.11052631578947372,-0.005263157894736836,0.06842105263157898,0.0,-0.01578947368421051
4,0.0,0.03846153846153848,-0.0038461538461538104,-0.007692307692307665,0.0,-0.04999999999999993,0.0,0.007692307692307709,0.0,0.007692307692307732
5,-0.020408163265306034,0.10204081632653064,0.004081632653061229,-0.01224489795918362,0.044897959183673494,-0.07755102040816324,-0.01632653061224485,0.01224489795918371,0.0,0.0
6,-0.010810810810810789,-0.04864864864864864,-0.005405405405405394,-0.005405405405405373,0.010810810810810834,-0.010810810810810789,-0.005405405405405373,-0.021621621621621578,0.0,0.005405405405405417
7,0.0,0.09333333333333331,0.10666666666666665,0.06666666666666665,0.10666666666666665,0.039999999999999994,0.0,-0.0800000000000001,0.0,0.02666666666666666
8,-0.006185567010309279,-0.004123711340206171,-0.018556701030927835,-0.0041237113402061935,0.051546391752577324,0.04329896907216495,0.0,-0.012371134020618535,0.0,0.0020618556701030855
9,-0.0016393442622950837,-0.011475409836065587,-0.004918032786885229,0.040983606557377074,-0.06393442622950815,0.01311475409836067,0.022950819672131174,0.10327868852459018,0.0,0.01311475409836067
10,-0.03571428571428572,0.0404761904761905,-0.03571428571428568,-0.0357142857142857,-0.019047619047619025,-0.0023809523809523283,0.011904761904761928,0.007142857142857184,0.0,-0.028571428571428536
11,-0.01666666666666663,0.025,-0.013888888888888885,-0.002777777777777768,-0.016666666666666653,0.013888888888888885,-0.002777777777777768,-0.008333333333333326,0.0,-0.011111111111111072
12,-0.020512820512820475,0.02564102564102566,0.015384615384615396,-0.00512820512820511,-0.012820512820512808,-0.010256410256410243,-0.00512820512820511,0.03076923076923078,0.0,-0.01025641025641022
13,0.010204081632653073,0.04285714285714286,-0.024489795918367353,0.016326530612244917,0.012244897959183687,0.008163265306122458,0.01836734693877553,-0.004081632653061207,0.0,-0.006122448979591843
