,lt,exp,nuc,la,ndev,entrophy,ns,rexp,ld,fix
0,-0.051851851851851836,0.011111111111111138,-0.0018518518518518378,0.10185185185185186,0.0,-0.012962962962962954,0.0,-0.014814814814814814,-0.02592592592592593,0.0
1,0.0,2.2204460492503132e-17,-0.030263157894736836,0.12105263157894734,0.0,-0.002631578947368407,0.0,0.00921052631578947,-0.01578947368421053,-0.007894736842105265
2,-0.032888888888888836,-0.006222222222222196,-0.016888888888888842,0.04800000000000006,0.0,-0.010666666666666625,0.0,0.002666666666666684,-0.0017777777777777226,0.0017777777777778115
3,-0.02511210762331839,0.012556053811659163,0.009865470852017943,0.0789237668161435,0.0008968609865470878,0.002690582959641241,0.0008968609865470878,0.0071748878923767025,0.015246636771300448,0.004484304932735439
4,-0.0360902255639098,0.010526315789473651,-0.02857142857142858,0.004511278195488688,-0.007518796992481258,-4.4408920985006264e-17,0.0015037593984962294,-0.02105263157894739,0.0015037593984962294,-0.013533834586466198
5,0.03362831858407085,0.0070796460176991705,0.015929203539823033,0.1026548672566372,0.015929203539823033,0.007079646017699126,0.01238938053097347,-0.001769911504424737,0.05486725663716816,-0.012389380530973382
6,0.030769230769230792,0.03776223776223777,0.032167832167832144,0.07832167832167831,0.008391608391608374,0.004195804195804209,0.0013986013986013956,0.012587412587412583,-0.001398601398601418,0.005594405594405582
7,0.02677824267782427,-0.0058577405857740406,0.010041841004184126,0.01673640167364019,0.0,-0.002510460251045998,-0.0016736401673639989,-0.00418410041841002,0.01589958158995819,0.0
8,0.006691449814126416,0.0022304832713754717,-0.006691449814126371,-0.0029739776951672957,-0.0074349442379182396,-0.008921933085501887,-0.0014869888475836479,-0.0014869888475836479,-0.008921933085501866,-0.012639405204460963
9,0.008376963350785327,-0.018848167539267012,0.0062827225130890115,-0.010471204188481709,-0.005235602094240876,0.00418848167539263,-0.00837696335078537,0.009424083769633485,-0.011518324607329867,-2.2204460492503132e-17
10,0.01666666666666672,-0.05166666666666666,0.0016666666666667052,0.023333333333333362,0.0,-0.00499999999999996,0.001666666666666683,-0.011666666666666648,-0.006666666666666621,-0.0033333333333333214
11,0.01888888888888891,-0.0033333333333333435,-0.005555555555555536,0.02888888888888892,-0.008888888888888858,0.010000000000000009,0.0,0.02666666666666666,0.023333333333333317,0.0022222222222222144
12,0.021428571428571463,0.015476190476190487,-0.013095238095238094,-0.01666666666666663,-0.0035714285714285587,-0.024999999999999956,-0.010714285714285676,-0.0047619047619047224,0.05238095238095242,-0.00952380952380949
13,0.04375,0.0125,0.021875,0.0140625,0.0,-0.0125,0.0,0.0046875,-0.01875,-0.0046875
14,0.03230769230769233,-0.03076923076923075,0.013846153846153864,0.03846153846153848,0.0,-0.010769230769230776,0.0,0.013846153846153864,0.023076923076923106,2.2204460492503132e-17
15,-0.0025000000000000356,-0.005000000000000027,-0.015000000000000036,0.09749999999999996,-0.015000000000000058,0.002499999999999991,0.0,-2.2204460492503132e-17,-0.005000000000000027,-0.017500000000000005
16,0.024489795918367287,0.02040816326530608,0.02040816326530608,0.09591836734693873,0.0,0.0,-0.006122448979591843,-2.2204460492503132e-17,0.030612244897959152,0.012244897959183643
17,0.04137931034482754,0.006896551724137901,-0.008620689655172487,0.11206896551724137,-0.0017241379310344973,-0.006896551724137967,-0.0034482758620689945,0.025862068965517217,0.025862068965517192,0.0017241379310344307
18,0.09677419354838708,0.058064516129032226,0.038709677419354806,0.1118279569892473,0.0,0.008602150537634402,0.0021505376344086004,0.04086021505376343,0.06021505376344083,0.004301075268817201
19,0.05925925925925919,0.020370370370370327,0.03888888888888884,0.11296296296296293,0.018518518518518445,0.014814814814814748,0.0,0.029629629629629582,0.08888888888888886,0.03518518518518512
20,-0.010526315789473717,-0.012030075187969969,-0.0030075187969925256,0.08120300751879697,-0.009022556390977465,-0.01954887218045116,0.0,0.0030075187969924367,0.054135338345864634,-0.012030075187969946
21,0.01758241758241754,0.010989010989010973,0.04615384615384612,0.015384615384615353,0.0,-0.013186813186813251,0.0,-0.028571428571428602,0.03516483516483517,-0.026373626373626412
22,0.013513513513513532,-0.002702702702702697,0.005405405405405417,0.20540540540540544,-0.002702702702702697,0.010810810810810811,0.0,-0.021621621621621623,0.037837837837837854,0.008108108108108091
23,0.01811320754716981,-0.007547169811320753,0.01433962264150943,0.10037735849056602,0.008301886792452829,0.010566037735849054,0.0007547169811320753,-0.013584905660377355,0.023396226415094333,0.0037735849056603765
