,la,ndev,sexp,ns,lt,nuc,age,entrophy,fix
0,-0.0028735632183907846,-0.004022988505747116,0.002298850574712663,0.0005747126436781658,0.0011494252873563316,-0.009195402298850542,0.08448275862068969,-0.0045977011494252595,0.0017241379310344973
1,2.2204460492503132e-17,-0.0028985507246376274,-0.001159420289855051,0.0005797101449275477,-0.004057971014492723,0.0011594202898551175,0.01913043478260872,0.0,-0.001159420289855051
2,0.004796163069544379,-0.004796163069544335,0.004316546762589968,0.0,-0.00047961630695441125,0.018705035971223038,-0.0009592326139088225,-0.011031175059951992,-0.0004796163069544335
3,0.0,0.0021108179419524918,0.012664907651715008,0.0,0.018997361477572527,0.023218997361477534,-0.0010554089709762793,0.001583113456464369,0.00369393139841685
4,-0.04072727272727268,-0.03418181818181813,-0.042909090909090876,-0.001454545454545464,0.00290909090909095,-0.04436363636363636,0.007272727272727297,-0.024727272727272688,-0.011636363636363622
5,0.008480565371024706,0.004240282685512331,0.012014134275618349,0.0,0.03745583038869253,0.04522968197879855,-0.000706713780918733,0.022614840989399233,0.0014134275618374215
6,0.008353808353808301,-0.013759213759213785,-0.0004914004914005288,-0.003439803439803479,-0.0034398034398035017,-0.007862407862407883,0.02113022113022107,0.006879606879606826,-0.004422604422604471
7,0.006046511627906925,-0.01023255813953492,-0.003720930232558195,0.0,-0.01488372093023258,-0.0009302325581395987,0.07720930232558135,0.04697674418604647,-0.0013953488372093537
8,0.0346153846153846,0.007692307692307709,0.013846153846153864,0.0015384615384615552,-0.001538461538461533,0.02153846153846155,0.1023076923076923,0.058461538461538474,-0.009230769230769199
9,0.05402298850574718,-0.010344827586206829,0.001149425287356376,2.2204460492503132e-17,0.018390804597701215,-0.005747126436781569,0.06781609195402304,0.02758620689655178,0.004597701149425326
10,0.08853754940711467,0.0418972332015811,-0.00711462450592879,0.001581027667984225,0.021343873517786615,0.007114624505928901,0.0798418972332016,0.0513833992094862,0.033992094861660105
11,0.08487394957983192,0.06722689075630255,0.014285714285714301,0.005882352941176472,0.07394957983193277,0.0596638655462185,0.10588235294117647,0.04453781512605044,0.026050420168067225
12,0.07839195979899498,0.04522613065326635,-0.026130653266331662,0.003015075376884413,-0.010050251256281428,0.01809045226130652,0.08241206030150754,0.015075376884422087,-0.01507537688442213
13,0.07470817120622568,-0.004669260700389111,0.02334630350194551,0.0,0.06926070038910506,0.10038910505836576,0.026459143968871612,0.036575875486381325,0.02178988326848248
14,0.015189873417721577,-0.04936708860759487,0.003797468354430422,0.0012658227848101333,0.036708860759493735,0.0556962025316456,0.0645569620253165,0.006329113924050689,0.0075949367088608
