,rexp,fix,entrophy,lt,age,ld
0,0.0,0.0,0.04439024390243895,0.061219512195121895,0.0,0.07243902439024386
1,0.04168157423971377,0.0,0.0815742397137746,0.13488372093023254,-0.0014311270125223485,0.16744186046511625
2,0.02854188210961741,0.0,0.14177869700103413,0.0,0.0,0.026370217166494347
3,0.0,0.0,0.0,0.0,0.0,0.227189446683767
4,0.02288310615448157,0.0,0.008178438661709997,0.166542750929368,-0.0033870301528294623,0.10722841800908711
5,0.0,0.0,0.014819277108433759,0.0046987951807229145,0.0,0.17373493975903614
6,-9.45179584120659e-05,0.0,0.10226843100189036,-0.0003780718336483746,0.0,0.04432892249527411
7,0.0,0.0,0.14310569812962162,0.005393649412788193,-0.003479773814701992,0.01644193127446718
8,0.018195211786371977,0.0,0.1731860036832412,0.0651197053406998,0.00523020257826885,0.06305709023941067
9,-0.0015748031496062743,0.0,0.049606299212598445,0.12314960629921264,0.02472440944881893,0.017637795275590572
10,0.0,0.0,0.10841654778887307,0.03723252496433667,0.0009985734664764712,0.015834522111269633
11,0.0,0.0,0.09472241261137763,0.268403015764222,0.0,0.0
12,0.004837595024188013,0.0,0.17843814789219078,0.19930891499654463,-0.000552868002764284,0.0015203870076019755
13,0.0,0.0,0.12690715552927262,0.2488468361916026,0.0,0.0
14,0.0,0.0,0.15463194792188287,0.2502754131196795,0.0017025538307461562,0.0
15,-0.0018549747048903775,0.0,0.13220910623946036,0.26711635750421586,0.0,0.0
16,-0.0007207207207207134,0.0,0.14702702702702708,0.23549549549549553,0.0,0.0
17,0.0,0.0,0.17745277269957344,0.21145642900670322,0.0,0.0
18,0.015991799077396163,0.0,0.18923628908252174,0.28549461814454125,0.0,0.0
19,0.0,0.0,0.2018054162487463,0.11223671013039116,0.0,-0.006318956870611814
20,0.0,0.0,0.1977401129943503,0.21378531073446325,0.0,0.0
21,0.0,0.0,0.2016549968173138,0.25041374920432846,0.0026734563971992477,0.003819223424570328
22,0.0,0.0,0.24272588055130165,0.22113323124042877,0.010719754977029039,-0.0012251148545176394
23,-0.005779153766769918,-0.00041279669762643855,0.22187822497420018,0.009081527347781204,0.00887512899896794,0.005985552115583026
24,0.0,0.0,0.23445229681978805,-0.004416961130741992,0.0,0.008303886925795112
25,0.003185595567867039,0.0027700831024930705,0.26509695290858726,0.26412742382271465,0.014819944598337954,0.002493074792243788
26,0.00041753653444680515,-0.004453723034098767,0.265553235908142,0.013082811412665318,0.0015309672929715301,0.005984690327070341
27,0.0,0.0,0.13333333333333336,0.23227899432278995,-0.00032441200324409005,0.008434712084347162
28,0.0,0.0,0.1912123677786818,0.19951179820992676,0.0,0.012530512611879518
29,0.004367469879518082,-0.0006024096385542244,0.26310240963855425,0.027259036144578343,-0.001957831325301207,0.00376506024096388
30,-0.0012747875354107263,0.0,0.15382436260623233,0.22634560906515588,0.01019830028328612,-0.002266288951841333
31,0.22520376175548593,0.0007523510971787495,0.20476489028213168,0.26996865203761755,0.012413793103448345,0.0020062695924765394
32,0.0,0.0,0.18958707360861757,0.26116098144823463,0.0002393776181926599,0.0
33,0.007040417209908711,-0.0003911342894393988,0.15580182529335068,0.00860495436766624,0.010691003911342877,0.004954367666232052
34,0.0,0.0,0.14558944765045345,0.20461665292662823,0.0,0.0
35,0.0,0.0,0.1839527027027027,0.1923986486486487,0.0,0.0
36,0.0,0.0,0.16494522691705785,0.22018779342723,0.0,0.0
37,0.04070921985815605,0.0638297872340426,0.034468085106383016,0.0838297872340426,0.0,0.005106382978723456
