,la,nuc,exp,rexp,fix,entrophy,ns,lt,ndev,ld
0,0.0,0.0,-0.007407407407407407,0.0,0.0,-0.005555555555555569,0.0,0.0,0.0,0.0
1,0.09210526315789472,-0.01578947368421053,-0.01578947368421053,0.006578947368421018,0.0,0.05657894736842103,0.0,0.0,0.0,0.0
2,0.11022222222222225,0.0,0.0,-0.011555555555555564,0.0,0.027555555555555535,0.0,0.0,0.0,0.0
3,0.12466367713004489,0.0,-0.0008968609865470878,0.0089686098654709,0.0,0.03139013452914807,0.0,0.0,0.0,0.0
4,0.07969924812030071,-0.01804511278195493,-0.02105263157894739,0.0,-0.0015037593984962739,-0.0075187969924812355,0.0,0.025563909774436077,0.00601503759398494,0.0
5,0.11504424778761058,-0.007079646017699126,0.0,0.0,0.0,0.0,0.0,0.07610619469026543,0.0,0.0
6,0.07552447552447554,0.023776223776223838,0.061538461538461584,0.03356643356643361,0.0,0.020979020979021,0.0,0.07412587412587417,0.0,-0.0013986013986013956
7,0.11631799163179919,0.0,0.0,0.0,0.0,0.0,0.0,0.12468619246861931,0.0,0.0
8,0.03940520446096649,0.0,0.0,0.0,0.0,0.0,0.0,0.0810408921933085,0.0,0.0
9,0.10680628272251302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.06500000000000003,0.02000000000000004,0.001666666666666683,0.01833333333333338,0.0,0.0,0.0,0.0,0.030000000000000047,-0.009999999999999943
11,-0.03888888888888886,-0.049999999999999954,0.0,0.0,0.0,-0.007777777777777728,0.0,-0.016666666666666607,4.4408920985006264e-17,0.0011111111111111738
12,0.027380952380952416,0.004761904761904789,0.023809523809523836,0.0,0.0,-0.02261904761904763,0.0,0.042857142857142885,0.0,0.0
13,0.021875,0.0015625,0.0,0.0,0.0,0.025,0.0,0.1125,0.0,0.0359375
14,0.09230769230769231,0.0,0.018461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0675,0.0,0.0,0.0,0.0,0.0,0.0,0.0925
16,0.06734693877551017,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061225,0.0,0.006122448979591843
17,0.106896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.03448275862068968,0.0,0.0
18,0.12473118279569888,0.0,0.0,0.0,0.0,0.0,0.0,0.015053763440860202,0.0,0.0
19,0.033333333333333305,0.0,0.005555555555555513,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0
20,0.031578947368421074,0.0,0.025563909774436133,-0.06015037593984958,0.0,0.0,0.0,0.0045112781954887325,0.0,0.0
21,0.04395604395604398,0.05494505494505497,-0.021978021978021945,0.006593406593406637,0.0,0.05494505494505497,0.008791208791208848,0.030769230769230792,0.0,-0.01538461538461533
22,0.03513513513513509,0.0,-0.0513513513513514,0.008108108108108091,0.0,0.0,0.0,0.0,0.0,0.037837837837837805
