,la,nuc,lt,age,ld,ns,rexp,ndev,entrophy,exp
0,0.00825688073394495,-0.003669724770642202,0.0,0.011926605504587151,0.00366972477064218,0.0,0.000917431192660545,0.0,-0.00183486238532109,0.019266055045871533
1,0.0019417475728155775,0.0,0.0,0.0,0.0,0.0,0.0,0.005825242718446644,0.0,0.007119741100323651
2,0.04911032028469746,0.007117437722419906,0.0049822064056939345,0.005693950177935924,0.03843416370106758,-0.014234875444839878,0.001423487544483981,0.0007117437722419905,0.01921708185053377,0.025622775800711706
3,0.015469613259668469,-0.0033149171270718146,0.00036832412523020165,-0.009208103130755063,0.021362799263351717,-0.029834254143646443,-0.00036832412523020165,0.0007366482504604033,-0.027624309392265234,0.004051565377532218
4,0.009090909090909104,0.0018181818181818299,0.0027272727272727336,0.000909090909090926,0.010909090909090913,-0.00045454545454544083,-0.0009090909090909039,0.0027272727272727336,0.001818181818181852,0.013181818181818229
5,0.0006968641114982521,0.0,0.0013937282229965042,0.0,-0.0013937282229965042,0.0,0.006968641114982632,0.006271777003484335,0.0,0.011149825783972145
6,0.044047619047619044,-0.0023809523809523725,-0.0011904761904761862,0.0,0.036904761904761954,-0.00952380952380949,-0.0023809523809523725,0.0,0.011309523809523835,0.005952380952380954
7,0.03793103448275863,-0.0005747126436781658,-0.002298850574712641,-0.0011494252873563316,0.02528735632183905,-0.005172413793103492,-0.0017241379310344973,0.016666666666666653,0.002298850574712663,0.006896551724137922
8,0.03932584269662927,4.4408920985006264e-17,0.0067415730337079035,0.0022471910112359826,0.009550561797752844,2.2204460492503132e-17,-0.0011235955056179358,0.04831460674157306,-0.0022471910112359162,-0.003370786516853874
9,0.028571428571428626,4.4408920985006264e-17,-0.003296703296703263,0.0054945054945055635,0.023076923076923127,-0.0021978021978021458,0.0010989010989011171,-0.006593406593406547,0.01593406593406601,-0.006043956043956
10,0.0486312399355878,0.002898550724637694,0.0022544283413848732,0.0032206119162641045,0.03961352657004835,0.008695652173913082,-0.0009661835748792314,0.0045088566827697464,0.014814814814814859,0.0
11,0.024822695035460952,0.0035460992907800915,-0.00035460992907805356,0.0010638297872340274,0.0414893617021276,0.018794326241134685,-0.005673758865248258,-4.4408920985006264e-17,0.0028368794326240287,0.0017730496453900457
12,-0.018623481781376582,-0.0008097165991903354,0.004048582995951344,-0.011336032388664008,0.0032388663967610975,-0.0056680161943320154,-0.012955465587044569,-0.0008097165991903133,-0.02753036437246965,-0.0024291497975709175
13,0.02643678160919538,0.0022988505747126185,-0.01149425287356325,-0.008045977011494277,0.002298850574712641,-0.004597701149425304,-0.009195402298850608,0.005747126436781591,-0.04942528735632188,0.03218390804597702
14,0.08535031847133756,0.0,0.0,0.001273885350318471,0.014012738853503182,-0.005095541401273884,0.0,0.001273885350318471,0.007643312101910826,0.016560509554140124
