,exp,age,fix,nuc,la,ns,nd,ndev,lt,entrophy,ld
0,0.019516908212560424,-0.0009661835748791869,0.0036714975845411058,-0.028405797101449238,0.0013526570048309594,-0.0009661835748792091,0.0038647342995169697,-0.013913043478260811,-0.01893719806763281,0.004057971014492812,-0.00019323671497579743
1,-0.0021621621621621843,2.2204460492503132e-17,0.0015444015444015635,-0.00216216216216214,-0.0007722007722007485,0.0,-0.004169884169884175,-0.004169884169884152,0.0081853281853282,0.0009266409266409425,-0.0004633204633204491
2,-0.022852875280059814,-0.0008961911874533657,-0.0049290515309933225,0.00044809559372662735,-0.004480955937266651,-0.0007468259895444529,0.00941000746825984,-0.018371919342793162,-0.013144137415982127,0.0088125466766243,0.000896191187453299
3,-0.010074626865671576,-0.001865671641790967,-0.00111940298507458,-0.01741293532338304,0.002238805970149271,0.0,0.0006218905472637371,-0.010447761194029837,-0.0006218905472636482,-0.005099502487562124,-0.0006218905472636704
4,0.04026770775237034,-0.001115448968209698,0.0024539877300613355,-0.007808142777467908,0.0041271611823758825,0.0,-0.002677077523703275,0.013050752928053555,0.013162297824874524,-0.002119353039598426,-0.0008923591745677584
5,0.018890977443609014,0.003195488721804485,0.003007518796992503,-0.012312030075187974,0.002161654135338353,-0.0006578947368421018,0.0046992481203007586,0.006860902255639112,0.01701127819548871,-0.003383458646616555,0.0014097744360902277
6,0.010593220338983045,0.005367231638418057,0.012146892655367192,-0.025918079096045245,0.0010593220338982689,-7.062146892657938e-05,0.006355932203389791,-0.016454802259887047,0.019279661016949133,-0.0018361581920904424,0.0025423728813559255
7,-0.002600544299969698,-0.0020562443302085897,0.007196855155730297,0.004293921983671045,0.005563955246446972,-0.0013909888116117042,0.014091321439371063,-0.012216510432416028,0.003447233141820427,0.007620199576655629,-0.0002419110976715988
8,0.004789430222956215,0.002064409578860449,0.0052848885218827356,-0.023121387283237003,0.0009909165978530198,-0.0019818331957060396,0.006936416184971095,0.0,-0.007514450867052047,-0.002064409578860471,-0.0003303055326176585
9,-0.0021563342318058785,0.0017969451931716396,-0.018867924528301838,-0.004312668463611824,0.0025157232704402952,-0.00017969451931711954,0.003593890386343257,0.00808625336927229,-0.00952380952380949,0.007547169811320797,0.003054806828391787
10,0.013644524236983858,-0.00466786355475759,0.008078994614003587,0.02710951526032317,0.0026929982046678402,0.0019748653500897494,0.0026929982046678402,0.007360861759425496,0.012926391382405766,-0.007540394973069997,-0.000538599640933568
11,0.0013245033112582404,0.002501839587932264,0.011331861662987452,0.0014716703458424797,0.005886681383370074,-0.0016188373804268518,0.009418690213392167,0.009418690213392167,0.010448859455481907,0.013245033112582738,-0.0005886681383370451
12,0.007240356083086041,0.00023738872403560317,0.0020178041543026603,0.00391691394658753,0.0013056379821958287,-0.0007121661721068096,-0.009732937685459953,0.008189910979228476,-0.006884272997032625,0.009970326409495533,0.0007121661721067873
