,age,entrophy,fix,rexp
0,0.0096385542168675,0.31566265060240967,-0.007228915662650559,-0.009638554216867412
1,-0.04060150375939853,0.24060150375939848,0.11729323308270674,-0.05864661654135339
2,-0.026666666666666682,0.27222222222222225,0.0,-0.047777777777777766
3,-0.0061588330632091235,0.24440842787682335,0.03630470016207452,0.007779578606158832
4,0.13849129593810444,0.1771760154738878,0.12611218568665378,0.006963249516441006
5,0.037786774628879874,0.05560053981106612,0.020242914979757075,0.0016194331983805821
6,0.14985074626865674,0.011044776119403021,0.14268656716417913,0.27910447761194035
7,0.07643312101910826,0.3044585987261147,0.004670912951167727,0.1384288747346073
8,0.10458221024258754,0.29595687331536386,0.1256064690026954,0.1185983827493261
9,0.08000000000000004,0.1948571428571429,0.0902857142857143,0.08914285714285716
10,0.1770428015564203,0.12334630350194556,0.09844357976653698,0.20505836575875494
11,-0.013058419243986274,0.2804123711340206,0.0,-0.00045819014891179677
12,0.00857449088960347,0.20428724544480176,2.2204460492503132e-17,0.12240085744908899
13,0.0067647058823529175,0.2638235294117647,0.008529411764705851,0.01970588235294115
14,0.0059374999999999515,0.18093749999999995,0.0003124999999999822,0.12687499999999996
15,0.10013986013986016,0.18293706293706294,0.09258741258741258,0.1393006993006993
16,0.09105691056910567,0.21951219512195125,0.10429732868757255,0.07479674796747963
17,0.112884834663626,0.21687571265678454,0.11083238312428738,0.015507411630558798
18,-0.0008683068017366624,0.1085383502170767,0.0,0.028654124457308194
19,0.15502793296089384,0.19999999999999998,0.09134078212290504,-0.0019553072625698277
20,0.14597349643221197,0.22752293577981647,0.008970438328236453,0.03465851172273189
21,0.004563492063492047,0.1615079365079365,0.004960317460317443,0.20793650793650792
22,0.14499473129610113,0.009483667017913566,0.003793466807165391,0.24994731296101155
23,0.13715341959334562,0.14898336414048058,0.0029574861367836604,0.22439926062846577
24,0.07934336525307797,0.21039671682626535,0.09712722298221614,0.2161422708618331
25,0.002004454342984374,0.14677060133630287,0.0,0.033853006681514454
26,0.001551724137931032,0.11568965517241384,0.0,0.026551724137931054
27,-0.005551020408163266,0.2377142857142857,-0.0008163265306122547,-0.001959183673469389
28,-0.016027280477408423,0.16078431372549015,-0.0001705029838022343,-0.011423699914748587
29,0.12317636195752532,0.16602031394275157,0.0,0.25023084025854103
30,0.14985014985014988,0.2077922077922078,0.0029970029970030733,0.2261738261738262
31,0.08617449664429529,0.2083221476510067,-0.005100671140939617,0.14496644295302014
32,-0.0005340453938585288,0.13484646194926567,0.0,0.0173564753004005
33,0.00023894862604534328,0.11899641577060929,0.0,0.0198327359617682
34,-0.00966702470461871,0.21761546723952735,-0.006444683136412466,-0.006874328678839969
35,0.0008483563096500779,0.2042417815482503,0.0006362672322375751,0.00318133616118772
36,-2.2204460492503132e-17,0.057024793388429765,0.0,0.014325068870523427
37,-0.003926701570680602,0.1376963350785341,0.00340314136125659,-0.003403141361256501
38,0.009302325581395298,0.14999999999999997,0.0032558139534883067,0.021395348837209283
39,0.037698412698412676,0.02480158730158726,0.0017857142857142573,0.25912698412698404
40,-0.02239858906525576,0.017460317460317443,0.0017636684303350858,0.008641975308641947
41,0.008757396449704125,0.20426035502958576,-0.0004733727810651178,0.09656804733727808
42,0.11107828655834565,0.048153618906942405,0.021861152141802065,0.15982274741506647
43,0.14959612277867523,0.04297253634894986,0.010016155088852941,0.20904684975767363
44,-0.013454545454545408,-0.0007272727272726875,-0.01599999999999997,-0.009818181818181771
45,-0.0012987012987013325,0.06103896103896096,0.0,0.022402597402597334
46,0.001574803149606252,0.05448818897637788,0.0,0.020787401574803122
47,-0.03222748815165877,0.18230647709320696,-0.006951026856240073,-0.02685624012638228
48,-0.03976143141153077,0.11530815109343935,-0.008349900596421489,-0.05844930417495031
49,-0.05691382765531068,0.01603206412825653,0.0,-0.054108216432865786
50,0.17817531305903406,0.156350626118068,-0.0010733452593917115,0.03756708407871203
51,0.08322440087145963,0.1586056644880174,-0.00043572984749458145,0.22135076252723307
52,-0.03575418994413411,0.016759776536312797,-0.0011173184357542222,-0.03389199255121047
53,0.03223300970873781,0.2761165048543689,0.07961165048543684,0.005825242718446555
54,-0.007008086253369283,0.3633423180592992,0.0,-0.005929919137466299
