,age,lt,nuc,la,ndev,entrophy,ns,rexp,fix
0,0.0006535947712418277,0.024183006535947738,0.0490196078431373,0.0,-0.0039215686274509665,0.002614379084967355,-0.0019607843137254832,0.010457516339869332,-0.007843137254901933
1,-0.000995024875621886,0.00796019900497511,-0.022885572139303513,0.0,-0.004975124378109474,0.01592039800995022,-0.00497512437810943,-0.0029850746268657025,0.02189054726368158
2,-0.0012499999999999955,-0.0012499999999999734,-0.007499999999999974,0.0,-0.002499999999999969,-0.002499999999999991,0.0012500000000000178,0.005000000000000071,0.0025000000000000135
3,0.001398601398601418,0.013986013986014045,0.03356643356643363,0.0,-0.006993006993006978,0.0,-0.002797202797202791,-0.004195804195804187,0.009790209790209836
4,0.0018099547511312153,0.02081447963800902,0.02443438914027145,0.0018099547511312153,-0.006334841628959276,0.005429864253393646,0.0036199095022624306,-0.010859728506787358,0.004524886877828038
5,0.0,-0.00512820512820511,-0.01538461538461533,0.0020512820512820886,-0.007179487179487154,-0.00512820512820511,-0.002051282051282044,-0.012307692307692264,0.0010256410256410664
6,0.0,0.010666666666666625,0.007999999999999985,0.0,-2.2204460492503132e-17,-0.00800000000000003,0.0013333333333333196,0.003999999999999981,-0.00800000000000003
7,0.0,0.012280701754386003,0.007017543859649167,0.0,-0.005263157894736792,0.0,0.0017543859649122862,-0.008771929824561365,0.0052631578947368585
8,0.00588235294117645,0.00588235294117645,0.01470588235294117,0.0,0.002941176470588225,-0.00882352941176472,0.00588235294117645,-0.032352941176470605,0.004411764705882337
9,0.004048582995951455,-0.008906882591093068,-0.00890688259109309,0.0,-0.0016194331983805377,0.0024291497975708507,0.0080971659919028,-0.0032388663967610975,-0.0080971659919028
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,-0.0032258064516129,-0.0021505376344086004,0.0,0.0,0.0,0.0,-0.008602150537634402,0.0010752688172043002
12,0.0,0.0017467248908296985,0.003493449781659397,0.0,0.0,0.0,0.0,-0.003493449781659397,0.0
13,0.010743801652892593,0.025619834710743826,0.054545454545454564,0.0,0.01239669421487608,0.0016528925619834656,0.004132231404958664,0.05123966942148759,0.004132231404958731
14,0.00347222222222221,0.006944444444444442,0.05902777777777777,0.0,0.004166666666666652,0.002777777777777768,-0.003472222222222232,0.002777777777777768,-0.0069444444444444866
15,-0.007692307692307665,0.0038461538461538993,0.029807692307692358,0.0,0.006730769230769318,2.2204460492503132e-17,-0.005769230769230749,-0.00288461538461533,6.661338147750939e-17
16,-0.02340425531914896,-0.014893617021276628,0.008510638297872308,-4.4408920985006264e-17,-0.01489361702127665,-0.019148936170212804,-0.01489361702127665,-0.014893617021276628,-0.0021276595744681216
17,0.0,-0.02524271844660193,0.0932038834951456,0.0,-0.003883495145631066,-0.007766990291262132,0.001941747572815533,0.003883495145631066,-0.007766990291262132
18,0.0,0.03511450381679389,0.05954198473282444,0.0,0.0,-0.003053435114503822,-0.004580152671755733,-0.007633587786259555,-0.004580152671755733
19,0.007407407407407441,0.029629629629629672,0.08765432098765435,0.0012345679012345733,0.009876543209876586,0.0037037037037037424,0.018518518518518556,-0.02222222222222219,0.019753086419753107
20,0.0009049773755656299,-0.01719457013574659,0.1067873303167421,0.0,-0.0018099547511312153,0.00542986425339369,-0.0036199095022624306,-0.007239819004524861,-0.0117647058823529
21,0.0018433179723502224,0.011981566820276447,0.07096774193548383,0.0,0.01935483870967738,0.0027649769585253335,0.0009216589861751112,0.023041474654377846,0.03133640552995385
22,0.0009569377990430672,-0.002870813397129179,0.03827751196172251,-0.0009569377990430672,-0.000956937799043045,-0.005741626794258381,-0.003827751196172269,-0.007655502392344471,-0.000956937799043045
23,-0.016049382716049342,-0.01481481481481477,-0.053086419753086346,0.0,-0.009876543209876498,-0.012345679012345623,-0.020987654320987637,-0.06913580246913578,-0.01975308641975304
24,-0.011475409836065587,0.022950819672131174,0.09508196721311478,0.0,-0.027868852459016335,-0.0032786885245901674,-0.006557377049180335,-0.059016393442622904,0.02622950819672134
25,0.0012048192771084265,0.0409638554216867,0.05903614457831323,-0.002409638554216875,-4.4408920985006264e-17,-0.016867469879518104,-0.012048192771084376,0.0409638554216867,-0.003614457831325346
26,0.0017021276595744705,-0.009361702127659587,0.030638297872340358,0.0,-0.005957446808510647,-0.0008510638297872352,-0.0008510638297872352,0.017872340425531853,-0.008510638297872353
27,-0.0031746031746031633,0.0023809523809524167,0.019841269841269882,-0.0023809523809523725,-0.0071428571428571175,-0.004761904761904745,-0.0031746031746031633,0.014285714285714346,0.0063492063492063934
28,0.0,-0.0011560693641618157,0.006936416184971117,0.0,0.004624277456647441,2.2204460492503132e-17,-0.004624277456647352,-0.008092485549132911,-0.004624277456647352
29,0.0,0.017560975609756113,0.07121951219512201,0.0,0.0009756097560975618,-0.0009756097560975396,-0.0039024390243901585,-0.0029268292682926187,0.0
30,0.015075376884422065,0.08542713567839195,0.09748743718592963,0.003015075376884413,0.031155778894472342,0.03417085427135676,0.0020100502512562903,0.019095477386934644,0.02211055276381906
31,0.0009852216748768906,0.007881773399014835,-0.010837438423645285,0.0,0.008866995073891704,-0.00197044334975367,-0.007881773399014769,-0.012807881773398977,-0.008866995073891593
32,-0.0014440433212996595,0.02166064981949454,0.017328519855595602,0.005776173285198527,0.011552346570397054,0.00361010830324906,0.007220216606498142,0.005054151624548697,-0.0064981949458484236
33,0.004115226337448541,0.023045267489711963,0.029629629629629627,-0.0016460905349794165,-0.0008230452674897082,0.0049382716049382715,0.0016460905349794165,0.014814814814814814,-0.00987654320987652
34,0.0,0.023414634146341484,0.06926829268292689,0.0,0.012682926829268304,-0.0009756097560975618,0.01560975609756099,0.012682926829268304,0.005853658536585371
35,0.002898550724637694,0.01545893719806768,0.030917874396135313,0.0019323671497584627,-0.008695652173912993,0.002898550724637694,0.0019323671497584848,0.01932367149758456,-0.009661835748792202
36,0.0020304568527918843,0.01928934010152288,0.013197969543147225,0.0010152284263959422,-0.016243654822334985,-0.006091370558375608,0.005076142131979711,0.018274111675126936,0.010152284263959444
37,0.0032128514056224853,0.01927710843373489,0.010441767068273022,0.000803212851405588,0.015261044176706772,-0.01767068273092376,0.007228915662650559,-0.016867469879518104,-0.008032128514056259
38,0.0041522491349480495,0.005536332179930747,0.0449826989619377,-0.005536332179930814,0.004152249134948072,0.006920415224913467,0.006228373702422107,0.0020761245674739913,-0.006228373702422174
39,0.003984063745019917,0.008764940239043817,0.04143426294820716,-0.0007968127490039833,-0.007968127490039834,-0.0007968127490039833,0.0071713147410358506,0.0007968127490039833,-0.011155378486055767
40,-0.006796116504854366,0.010679611650485431,0.06504854368932037,0.0,0.0058252427184465995,-0.009708737864077666,0.003883495145631066,0.03980582524271843,0.003883495145631066
41,-0.0031914893617021487,0.015957446808510613,0.07234042553191486,0.0,-0.001063829787234094,-0.005319148936170248,-0.0021276595744681437,0.01702127659574466,-0.0031914893617021487
42,0.008121827411167449,0.017258883248730907,0.08934010152284262,0.0,0.014213197969543078,0.0020304568527918176,0.009137055837563367,0.021319796954314674,0.010152284263959355
43,-0.005217391304347796,-0.010434782608695615,0.14521739130434788,-0.0008695652173912993,0.01826086956521744,-0.002608695652173898,0.0008695652173913437,0.01043478260869568,-0.0026086956521738534
44,0.0009661835748792314,4.4408920985006264e-17,0.07342995169082127,0.0,0.0038647342995169255,-0.0009661835748792091,-0.0009661835748792314,0.008695652173913082,-0.0019323671497584183
45,-0.0038461538461539214,0.007692307692307665,0.02435897435897434,0.0,0.0038461538461538104,0.0038461538461538325,0.011538461538461497,0.002564102564102533,-0.0038461538461539214
46,0.001680672268907557,0.0025210084033613577,0.021848739495798332,0.0008403361344537785,0.0033613445378151362,-0.007563025210084029,-0.0008403361344537785,-0.010924369747899166,-0.012605042016806744
47,-0.0018987341772151779,-0.031012658227848065,0.051898734177215224,0.0012658227848101333,0.004430379746835489,0.011392405063291177,0.0075949367088608,0.008227848101265822,0.00886075949367091
48,0.0028571428571429135,0.020000000000000063,0.1028571428571429,0.005000000000000049,0.013571428571428634,0.01571428571428577,0.005000000000000049,0.009285714285714364,0.02285714285714291
49,0.0007462686567164089,0.05597014925373134,0.10746268656716418,0.0007462686567164089,0.0029850746268657025,0.01791044776119406,0.008955223880596996,0.029104477611940304,0.026865671641791055
50,0.01086956521739133,0.017391304347826098,0.0673913043478261,0.0,0.005797101449275388,0.009420289855072483,0.008695652173913082,0.010144927536231885,0.006521739130434789
51,-0.004566210045662156,-0.0009132420091324311,0.05662100456621002,0.0,-0.0009132420091324533,-0.005479452054794542,-0.011872146118721495,0.0054794520547944755,-0.0036529680365297245
52,0.004166666666666652,-0.009722222222222233,0.030555555555555513,-0.005555555555555536,-0.013888888888888905,-0.00555555555555558,-0.012500000000000044,-0.013888888888888928,-0.008333333333333326
53,0.0010152284263959422,-0.005076142131979711,0.04670050761421318,0.005076142131979711,-0.012182741116751283,-0.012182741116751305,-0.0020304568527918843,-0.005076142131979733,-0.015228426395939087
54,-0.0007518796992481036,0.026315789473684247,0.03458646616541357,0.0,2.2204460492503132e-17,-0.0015037593984962073,0.004511278195488755,-0.014285714285714235,-0.009774436090225524
55,-0.0010526315789473272,0.021052631578947413,0.021052631578947413,0.004210526315789487,0.008421052631578996,0.011578947368421088,-0.008421052631578907,0.017894736842105317,0.0073684210526316464
56,0.0030612244897958883,0.023469387755102034,0.07653061224489796,0.0,-0.006122448979591822,0.0051020408163265476,0.011224489795918346,-0.011224489795918346,0.024489795918367353
57,0.005970149253731382,0.003731343283582089,0.01567164179104479,0.0,-0.005970149253731338,0.0052238805970149516,0.0007462686567164534,-0.017910447761194014,-0.006716417910447747
58,-0.0022304832713754717,0.0059479553903345915,0.06988847583643125,0.0,0.0014869888475836702,-0.0037174721189591198,0.01710037174721195,-0.0059479553903345915,0.0037174721189591198
59,0.001581027667984225,-0.009486166007905084,0.08853754940711467,0.00316205533596845,0.0023715415019763377,0.00395256916996054,0.006324110671936811,-0.011067193675889287,0.022924901185770775
60,0.005617977528089901,0.012359550561797782,-0.005617977528089857,0.0,-0.003370786516853852,0.03707865168539333,0.004494382022471921,0.022471910112359585,-0.011235955056179737
61,0.0,-0.008620689655172398,0.020689655172413834,0.0,0.0017241379310345196,0.013793103448275912,2.2204460492503132e-17,-0.02068965517241377,-0.008620689655172376
62,0.0,-0.015384615384615375,0.10153846153846155,-0.001538461538461533,0.027692307692307728,0.009230769230769242,0.004615384615384621,-0.012307692307692287,-0.010769230769230753
63,0.002116402116402094,0.01587301587301586,0.17566137566137563,0.0,0.03174603174603172,0.0052910052910052794,-4.4408920985006264e-17,-0.005291005291005324,-0.004232804232804255
64,0.008906882591093113,0.023481781376518174,0.16113360323886639,0.003238866396761142,0.016194331983805665,0.003238866396761142,0.017004048582995913,-0.0024291497975708733,-0.01700404858299598
65,0.0036866359447005337,0.030414746543778848,0.08479262672811065,0.0,0.017511520737327247,-0.005529953917050645,-0.0036866359447004227,-0.001843317972350178,-0.0036866359447004227
66,0.0,0.005780346820809234,0.10635838150289015,0.0,0.01849710982658954,0.004624277456647374,0.0,0.011560693641618446,-0.003468208092485603
67,0.004629629629629628,0.042592592592592585,0.08981481481481479,0.0009259259259259301,0.020370370370370372,-2.2204460492503132e-17,0.011111111111111072,0.0018518518518518378,-2.2204460492503132e-17
