,nuc,entrophy,ns,lt,exp,ndev,la,rexp,ld,fix
0,0.0,0.0,0.0,0.0,0.01481481481481478,0.0,0.0,0.0018518518518518378,0.0,0.0018518518518518157
1,-0.0013157894736842146,0.006578947368421018,-0.007894736842105288,0.006578947368421018,0.002631578947368407,-2.2204460492503132e-17,0.005263157894736814,-1.1102230246251566e-17,0.0013157894736842036,0.002631578947368407
2,0.033777777777777775,0.0053333333333332785,-0.01600000000000006,0.0053333333333332785,0.001777777777777745,-2.2204460492503132e-17,0.0435555555555555,0.010666666666666625,-0.015111111111111164,0.01777777777777776
3,0.013452914798206228,-0.009865470852017966,-0.007174887892376724,-0.039461883408071774,-0.0008968609865470878,-0.0008968609865471322,0.03139013452914794,0.008968609865470812,-0.004484304932735439,-0.00089686098654711
4,0.0015037593984962073,0.016541353383458614,-0.001503759398496296,0.012030075187969901,0.010526315789473672,0.003007518796992459,-0.007518796992481214,0.012030075187969901,-0.0060150375939849845,0.007518796992481191
5,-0.010619469026548645,-0.0035398230088495184,-0.024778761061946854,0.021238938053097355,-0.015929203539822967,0.014159292035398252,0.017699115044247815,0.019469026548672597,0.015929203539823057,-0.008849557522123862
6,0.009790209790209836,-0.0013986013986013956,-0.0013986013986013956,0.03496503496503498,0.023776223776223813,0.0,0.004195804195804209,0.02097902097902098,0.008391608391608397,-0.0013986013986013956
7,0.008368200836820128,6.661338147750939e-17,0.029288702928870335,0.035983263598326376,-0.007531380753138017,0.026778242677824315,0.02008368200836823,-0.006694560669455995,0.04267782426778248,0.0016736401673640654
8,-0.002973977695167207,0.0193308550185874,0.04386617100371752,0.007434944237918262,2.2204460492503132e-17,0.013382899628252832,0.035687732342007526,0.012639405204461007,0.02676579925650564,0.017843866171003774
9,-0.0010471204188481575,-0.007329842931937169,0.0062827225130890115,-0.006282722513088967,-0.010471204188481664,-0.025130890052356004,-0.026178010471204206,0.007329842931937169,0.003141361256544517,-0.00418848167539263
10,0.011666666666666691,0.030000000000000072,0.023333333333333383,2.2204460492503132e-17,0.011666666666666691,0.005000000000000027,0.018333333333333358,0.005000000000000027,-0.0016666666666666386,0.0016666666666667273
11,-0.010000000000000031,0.02111111111111106,-0.004444444444444517,-0.013333333333333374,-0.007777777777777795,0.006666666666666621,0.005555555555555513,-0.030000000000000047,-6.661338147750939e-17,-4.4408920985006264e-17
12,-0.005952380952380954,0.021428571428571443,0.04285714285714286,-0.0023809523809523946,-0.005952380952380931,0.0047619047619047675,0.02619047619047621,-0.013095238095238115,0.022619047619047605,0.004761904761904745
13,0.0015625,0.0,0.021875,0.046875,0.0078125,0.00625,0.0109375,-0.0015625,0.00625,0.003125
14,0.006153846153846132,0.030769230769230726,-0.04923076923076926,-0.004615384615384665,0.012307692307692242,-0.0015384615384615996,0.07384615384615378,0.01692307692307691,0.029230769230769192,-0.0030769230769231324
15,0.05250000000000001,0.007500000000000018,0.03250000000000004,0.019999999999999997,2.2204460492503132e-17,0.050000000000000044,0.06250000000000004,-0.002499999999999991,0.010000000000000031,0.015000000000000036
16,0.014285714285714301,0.01836734693877553,0.010204081632653073,0.0346938775510204,0.0020408163265306146,0.0020408163265306146,0.0693877551020408,0.016326530612244917,0.014285714285714301,0.04693877551020407
17,0.006896551724137989,0.10517241379310352,0.005172413793103514,0.0034482758620689945,0.0,0.006896551724137989,-0.0017241379310344751,0.0,-0.006896551724137901,0.0017241379310344973
18,-0.015053763440860202,0.053763440860215075,-0.0021505376344086004,0.05591397849462367,0.0064516129032258,0.05161290322580649,0.11612903225806455,0.0,0.023655913978494602,0.019354838709677403
19,0.012962962962962999,0.024074074074074116,0.0,0.02962962962962965,0.01666666666666672,0.01666666666666674,0.05555555555555562,0.011111111111111138,-0.0074074074074073955,-0.005555555555555513
20,0.00751879699248117,0.024060150375939827,0.007518796992481191,0.03007518796992479,-2.2204460492503132e-17,-0.010526315789473694,0.051127819548872154,0.01353383458646613,0.021052631578947323,-0.015037593984962428
21,0.04175824175824181,0.04395604395604398,0.019780219780219842,0.0527472527472528,-0.0043956043956043574,0.01758241758241763,0.06153846153846156,0.0197802197802198,0.03516483516483522,-0.04395604395604393
22,0.0,0.06216216216216217,0.0,0.0027027027027027193,0.002702702702702697,-0.008108108108108114,0.09189189189189192,0.0,0.021621621621621644,-0.013513513513513532
23,-0.0015094339622641507,0.010566037735849054,0.01735849056603773,-0.01283018867924528,0.0,-0.007547169811320753,0.02867924528301886,-0.02716981132075471,0.0037735849056603765,-0.006792452830188677
24,0.007558139534883735,0.005232558139534915,0.0011627906976744208,0.0005813953488372104,-0.0005813953488372104,-0.0029069767441860517,0.05058139534883725,-0.026162790697674375,0.009883720930232575,-0.0029069767441860517
25,-0.016800000000000016,-0.018400000000000017,0.00719999999999994,-0.0048000000000000265,0.0,0.008799999999999964,0.05919999999999994,0.0031999999999999806,0.025599999999999935,0.0016000000000000014
26,-0.008695652173913082,0.0015810276679841585,0.0,-0.026086956521739157,0.014229249011857691,-0.007114624505928857,0.061660079051383376,-0.004743083003952586,0.003162055335968339,-0.004743083003952586
27,-6.661338147750939e-17,0.020202020202020176,-0.012626262626262675,0.004040404040404,0.028282828282828243,0.005050505050505016,0.04494949494949489,-0.0035353535353535915,0.013131313131313082,0.002525252525252464
28,0.0006849315068492734,0.028082191780821875,-0.002054794520547976,-0.0027397260273972933,-0.001369863013698658,0.002739726027397205,0.05479452054794516,0.00753424657534243,-0.008904109589041153,-0.015753424657534286
29,-0.022448979591836716,0.03979591836734699,0.038775510204081674,-0.01530612244897953,0.031632653061224515,0.016326530612244962,0.037755102040816356,0.008163265306122481,-0.001020408163265274,0.0020408163265306367
30,0.01928934010152288,0.039593908629441656,0.060913705583756396,0.011167512690355364,0.040609137055837595,0.0010152284263959422,0.09949238578680206,-0.004060913705583769,0.019289340101522855,0.013197969543147248
31,0.004662004662004638,0.042424242424242385,0.005594405594405538,0.005594405594405538,0.006526806526806461,0.0018648018648018238,0.09417249417249414,0.006060606060606011,0.01538461538461533,0.0018648018648018238
32,-4.4408920985006264e-17,0.042481203007518745,0.022180451127819478,0.0026315789473683624,0.006766917293233021,-0.0003759398496240962,0.05375939849624054,0.0011278195488721332,-0.0015037593984962739,0.00037593984962400737
33,0.0,0.043418013856812966,0.01616628175519632,-0.004157043879907629,0.02263279445727484,0.019399538106235535,0.03140877598152423,0.008314087759815214,0.009699769053117802,-0.01385681293302543
34,0.010572687224669553,0.026872246696035183,0.013215859030836951,0.01982378854625544,0.026872246696035183,0.025550660792951495,0.05198237885462553,0.033480176211453695,0.023788546255506547,0.004405286343612281
35,-0.003139013452914807,-0.0071748878923767025,-0.0035874439461883512,-0.006726457399103158,0.0008968609865470878,-0.0013452914798206318,0.07488789237668161,-0.0013452914798206539,0.0017937219730941533,0.003587443946188329
36,-0.009823182711198397,0.009430255402750488,0.0003929273084479545,0.01257367387033399,0.009430255402750488,-0.011001964636542239,0.07662082514734773,0.024361493123772116,0.005500982318271142,0.011001964636542261
