,la,entrophy,ndev,sexp,ns,nuc,lt,age,fix
0,-0.0017241379310344973,-0.0034482758620689724,2.2204460492503132e-17,-0.009195402298850585,0.0,-0.005172413793103426,0.005172413793103447,0.09080459770114942,-0.0005747126436781658
1,-0.004057971014492789,0.014492753623188404,-0.006956521739130484,0.027826086956521733,0.0,0.02666666666666666,0.017971014492753602,0.035942028985507246,0.001159420289855051
2,0.0,0.0,0.0,-0.00911270983213428,0.0,0.034052757793765,0.0023980815347722116,-0.00527577937649879,0.0057553956834532904
3,0.0,0.019525065963060716,0.02058047493403694,0.01794195250659627,0.0,0.012137203166226906,0.01424802110817942,0.03905013192612139,-0.00158311345646438
4,0.0014545454545454861,0.029090909090909122,0.04800000000000002,0.002181818181818218,0.0,0.004363636363636414,0.03854545454545459,0.05818181818181822,-0.0021818181818181294
5,0.03250883392226156,0.12862190812720856,-0.01060070671378086,-0.0014134275618373992,0.0,0.00424028268551242,0.002826855123674932,0.026148409893992985,0.010600706713780971
6,0.009336609336609358,0.028992628992629,0.009828009828009843,0.03194103194103191,-0.0009828009828009687,0.04127764127764129,0.047665847665847624,0.021621621621621623,0.013267813267813278
7,0.009302325581395321,0.053023255813953465,0.005581395348837193,-0.012093023255814007,0.0,0.018604651162790687,-0.0032558139534884178,0.07720930232558136,0.0
8,0.023076923076923085,0.038461538461538436,0.0,0.011538461538461497,0.0,0.017692307692307695,-0.004615384615384644,0.11538461538461538,0.0
9,0.031034482758620686,0.06896551724137934,0.002298850574712641,0.024137931034482762,0.0,-0.002298850574712641,0.011494252873563227,0.10574712643678161,0.0149425287356322
10,0.0,0.037154150197628424,0.0,0.0007905138339920903,0.0,-0.00869565217391306,0.0063241106719367,0.07667984189723316,0.0
11,0.0,0.05546218487394956,0.0,0.01092436974789912,0.0,0.0,0.026050420168067155,0.11176470588235288,0.0
12,0.07236180904522611,0.0040201005025125355,-0.0060301507537688925,-0.015075376884422153,0.0,0.0020100502512562456,0.015075376884422087,0.114572864321608,0.0010050251256281228
13,0.09027237354085597,-2.2204460492503132e-17,0.017120622568093345,0.015564202334630295,0.0,0.04747081712062251,0.08171206225680927,0.05914396887159527,0.027237354085603082
14,0.017721518987341756,0.010126582278480956,-4.4408920985006264e-17,-0.0025316455696202888,0.0,-0.005063291139240533,0.015189873417721511,0.09999999999999995,0.016455696202531577
15,0.07433628318584067,0.0,0.0,-0.014159292035398275,0.0,-0.010619469026548733,0.02831858407079644,0.08672566371681409,0.0
16,0.022360248447205012,0.013664596273291973,0.008695652173913082,0.001242236024844723,0.0,0.019875776397515567,0.026086956521739157,-0.006211180124223547,0.007453416149068337
17,-0.009756097560975618,0.0024390243902439046,-0.023170731707317094,-0.01585365853658538,0.0,0.014634146341463428,0.009756097560975618,0.003658536585365857,-0.012195121951219523
18,0.0,-0.013235294117647123,-0.0044117647058823815,-0.008823529411764786,0.0,0.002941176470588158,0.0029411764705882027,0.07499999999999998,-0.004411764705882404
19,-0.01818181818181821,-0.016363636363636403,0.027272727272727247,-0.0036363636363636598,0.0,0.043636363636363605,-0.012727272727272764,0.06000000000000001,0.007272727272727253
20,0.0,0.0,-0.028571428571428546,-0.01428571428571428,0.0,0.0,-0.014285714285714268,0.0,-0.01428571428571428
21,0.0,0.05405405405405408,0.062162162162162235,0.0594594594594595,0.0,0.013513513513513552,0.04324324324324329,0.016216216216216273,0.12162162162162168
22,0.015887850467289754,0.0,0.032710280373831814,0.005607476635514063,0.0,0.00934579439252341,0.020560747663551447,0.005607476635514063,0.04672897196261685
23,0.0,-0.03094339622641511,0.02716981132075471,-0.01811320754716981,0.0,-0.002264150943396226,-0.018867924528301883,0.02264150943396226,0.01283018867924528
24,0.0,0.0,0.13909465020576134,0.0041152263374485635,0.0,-0.0032921810699588104,0.01975308641975313,0.011522633744855982,0.07983539094650208
25,0.0,0.0,0.0,0.003686635944700467,0.0,0.0,0.0,0.0,0.0
26,0.012499999999999956,0.00892857142857142,0.0,0.07678571428571426,0.0,0.05535714285714281,-0.001785714285714346,0.030357142857142815,0.10535714285714284
27,0.0,0.013793103448275824,0.0,0.08275862068965509,0.0,0.006896551724137901,-0.02758620689655178,-0.006896551724137967,0.02068965517241378
28,0.0,0.0,-0.07619047619047623,0.0,0.0,0.009523809523809513,0.009523809523809513,0.15238095238095237,0.00952380952380949
29,0.048979591836734726,0.03673469387755104,0.07346938775510203,0.024489795918367373,0.0,-0.004081632653061207,0.016326530612244917,0.09387755102040815,0.08979591836734697
30,0.04477611940298509,0.0,0.0,0.07761194029850749,0.0,0.0,0.05074626865671643,0.032835820895522394,0.011940298507462699
31,0.0,0.0,0.03741935483870964,-0.003870967741935516,0.0,0.002580645161290329,0.0,0.05290322580645159,-0.0012903225806451645
32,0.0,0.0,0.009090909090909104,2.2204460492503132e-17,0.0,0.07922077922077926,0.0168831168831169,0.138961038961039,0.0
33,0.0,0.0,0.0,0.0,0.0,0.01720430107526878,0.032258064516129004,0.0,0.0
