,entrophy,lt,la,ns,fix,nuc,ld,ndev,exp,age
0,-0.02777777777777779,-0.06111111111111114,0.0,0.0,0.02777777777777779,-0.08333333333333337,0.0,0.0,-0.0388888888888889,0.0
1,-0.0050000000000000044,0.06500000000000002,0.0,0.0,0.009999999999999998,0.05,0.0,0.0,-0.020000000000000018,0.0
2,0.005714285714285694,-0.09142857142857146,0.0,0.0,-0.040000000000000015,-0.06857142857142859,0.0,-0.005714285714285727,-0.022857142857142864,0.0
3,0.04489795918367341,-0.004081632653061273,0.0,0.0,0.016326530612244827,0.057142857142857065,0.0,0.024489795918367287,0.00816326530612239,0.0
4,0.0,-0.05333333333333332,0.0,0.0,-0.01333333333333333,0.18666666666666662,0.0,0.01333333333333333,0.0,0.0
5,0.0,0.014432989690721643,0.0,0.0,0.014432989690721643,0.04742268041237111,0.0,-0.008247422680412364,-0.004123711340206171,0.0020618556701030855
6,-0.008196721311475419,0.02459016393442619,0.0,0.0,0.01967213114754094,0.04918032786885242,0.0,0.009836065573770458,0.01967213114754094,0.0
7,0.04285714285714286,-0.03571428571428572,-0.0023809523809523725,0.0,-0.019047619047619046,0.030952380952380953,0.0,0.004761904761904812,-0.02380952380952379,0.004761904761904789
8,-0.0076923076923076875,-0.015384615384615353,0.0,0.0,0.012820512820512886,-0.012820512820512775,0.0,0.007692307692307732,0.010256410256410286,0.0
9,0.012244897959183576,0.0448979591836734,-0.0020408163265306367,0.0,0.00816326530612237,0.010204081632653007,0.0,0.006122448979591777,0.012244897959183598,0.0
10,0.007692307692307698,-0.015384615384615375,0.0,-0.01025641025641022,0.015384615384615396,-0.015384615384615385,0.0,0.007692307692307709,0.028205128205128195,0.0
11,0.008333333333333304,0.011111111111111094,0.0,0.0,0.033333333333333305,0.02222222222222221,0.0,0.01944444444444444,-2.2204460492503132e-17,0.0
12,0.0,-0.010344827586206862,0.0,0.0,1.1102230246251566e-17,-0.03448275862068965,0.0,-0.02413793103448273,-0.013793103448275834,0.0
13,-0.00625,0.03125,0.0125,0.0,-0.00625,0.13125,0.0,-0.00625,0.0125,0.0
14,0.0,-0.05,0.0,0.0,0.016666666666666673,0.08333333333333333,0.0,0.016666666666666673,0.2166666666666667,0.0
15,0.0,0.016666666666666673,0.0,0.0,0.0,0.1833333333333334,0.0,0.06666666666666668,0.13333333333333336,0.0
16,0.007407407407407374,0.0074074074074073955,0.0,0.0,-0.014814814814814836,-0.014814814814814859,0.0,0.037037037037037,0.2,0.0
17,0.0,-0.05106382978723406,0.0,0.0,-0.004255319148936176,-0.034042553191489376,0.0,0.012765957446808496,-0.05106382978723404,0.0
18,-0.003333333333333355,0.03666666666666666,0.03666666666666666,0.0,0.0,-0.003333333333333366,0.0,0.023333333333333327,0.013333333333333308,0.0
19,0.022580645161290304,0.01290322580645159,0.0,0.0,-0.0032258064516129227,-0.07419354838709678,0.0,-0.016129032258064536,-0.009677419354838724,0.016129032258064502
20,0.019178082191780854,0.03561643835616442,0.0,0.0,0.0,0.06301369863013703,0.0,0.027397260273972622,0.03835616438356169,0.0
21,0.0078125,-0.003125,0.0,0.0,0.0,0.08125,0.0,-0.003125,0.0078125,0.0
22,0.00220994475138121,0.006629834254143629,-0.00220994475138121,0.0,0.0,-0.04419889502762431,0.0,0.0044198895027623974,-0.00883977900552486,0.0
23,-0.041935483870967724,-0.0129032258064516,0.0,0.0,0.01935483870967743,-0.09999999999999999,0.0,0.025806451612903236,-0.08387096774193549,-0.0032258064516129
24,-0.0021739130434782483,0.0630434782608696,-0.0021739130434782483,0.0021739130434782704,-0.0021739130434782483,0.10434782608695654,0.0021739130434782704,0.03913043478260871,0.08913043478260874,-0.010869565217391242
25,-0.008988764044943842,0.0067415730337079035,-0.0022471910112359605,0.0,0.013483146067415764,0.0808988764044944,0.0,0.03146067415730338,0.02921348314606742,0.0
26,0.0,0.00545454545454549,0.0,0.0,0.0,0.03636363636363642,-0.0018181818181818078,0.0018181818181818299,0.009090909090909104,0.0
27,0.0013698630136986356,0.024657534246575352,0.0,0.0,0.006849315068493178,0.07123287671232878,0.0,0.006849315068493201,0.09589041095890409,0.0
28,0.005970149253731361,-0.03283582089552238,0.0029850746268656803,0.0,-0.002985074626865669,-0.004477611940298487,0.0014925373134328402,0.002985074626865669,-0.03731343283582089,0.0
29,0.01097560975609756,0.009756097560975596,0.0,0.0024390243902439046,0.014634146341463417,0.009756097560975608,-0.012195121951219523,-0.004878048780487809,0.004878048780487798,0.0012195121951219523
30,0.02389380530973455,0.04955752212389384,0.0008849557522123908,0.009734513274336299,0.017699115044247815,0.08584070796460182,0.0008849557522123908,0.02300884955752216,0.05752212389380538,0.0
31,-0.0015999999999999348,-0.04159999999999995,0.0,-0.007999999999999919,0.014400000000000034,0.08160000000000005,-0.0015999999999999793,-0.001599999999999957,-0.025599999999999935,0.014400000000000013
32,0.016000000000000014,-0.009599999999999975,0.0,0.0,0.009600000000000008,-0.038400000000000004,0.0,-0.003199999999999992,-0.003199999999999992,0.0
33,0.02586206896551726,0.036206896551724176,0.006896551724137967,0.00517241379310347,0.037931034482758655,0.036206896551724176,0.0017241379310344973,0.04482758620689655,2.2204460492503132e-17,0.0017241379310344973
34,0.03333333333333335,0.03571428571428572,0.0,0.0071428571428571175,0.042857142857142885,0.13333333333333336,-0.004761904761904745,-0.0023809523809523504,-0.0023809523809523725,0.0023809523809523725
35,-0.004878048780487809,0.02926829268292679,0.0,0.0,0.017073170731707287,0.05121951219512192,0.0024390243902439046,-0.0024390243902439046,-0.0658536585365854,0.0
36,0.0,0.021818181818181792,0.0,0.0,0.05454545454545452,0.029090909090909067,0.0,-0.007272727272727275,-0.040000000000000015,0.0
37,-0.008695652173913049,-0.13043478260869568,0.0,0.0,-0.008695652173913049,-0.33043478260869563,0.0,-0.12173913043478261,-0.08695652173913043,0.0
38,0.005405405405405417,0.043243243243243246,0.0,0.0,0.0,0.032432432432432455,0.0,0.016216216216216252,-0.05945945945945943,0.0
