,entrophy,rexp,age,ndev,fix,sexp,ld
0,0.0068713450292397175,-0.019883040935672548,-0.009941520467836296,0.030409356725146153,0.0,-0.015643274853801216,0.0005847953216373992
1,0.01691629955947136,-0.009691629955947145,-0.0038766519823788537,0.030308370044052867,0.0,0.008281938325991178,0.011453744493392048
2,0.011862643080124835,-0.011446409989594186,-0.008324661810613953,0.024765868886576482,0.0,0.008116545265348597,0.02518210197710715
3,0.01984334203655349,0.0013054830287205998,0.010443864229765,0.03629242819843339,0.0,0.014882506527415119,0.038903394255874676
4,0.013210039630118886,0.0015852047556142556,0.0,0.030383091149273466,0.0,0.016380449141347418,0.021400264200792597
5,0.009708737864077666,-0.009986130374479884,-0.015533980582524264,-0.018030513176144236,0.0,-0.02801664355062412,0.006657420249653256
6,0.021428571428571463,-0.014055299539170485,-0.012442396313364013,0.005069124423963167,0.0,-0.017281105990783384,0.025345622119815704
7,0.012730627306273102,-0.014206642066420616,0.0018450184501845434,0.02804428044280447,0.0,-0.012915129151291494,0.01660516605166056
8,0.007075962539021874,-0.012070759625390193,0.00624349635796051,0.04682622268470345,0.0,-0.010822060353798114,0.025598335067637912
9,0.017804154302670572,-0.007517309594461019,-0.007715133531157337,0.036201780415430186,0.0,-0.009297725024728054,0.029475766567754615
10,0.026599999999999912,-0.019600000000000017,-0.029400000000000027,0.007799999999999985,0.0,-0.02140000000000002,0.028199999999999937
11,0.005683563748079856,-0.005990783410138279,-0.02549923195084487,0.012442396313364013,0.0,-0.025038402457757302,0.020890937019969247
12,0.006371018113678994,0.007620237351655268,0.005121798875702721,0.013116801998750783,0.0,-0.0028732042473453845,0.016364772017489114
13,0.015596963423050347,0.008557625948930236,-0.0022084195997239763,0.034368530020703905,0.0,0.0006901311249136955,0.013526570048309127
14,0.020836751435602884,-0.002461033634126375,-0.014438063986874505,0.02132895816242817,0.0,0.005742411812961401,0.03150123051681704
15,0.016932270916334646,0.003386454183266929,-0.003784860557768921,-0.00039840637450199167,0.0,0.009960159362549792,0.0462151394422311
16,0.004578904333605904,-0.012591986917416143,-0.006704824202780024,0.011283728536385951,0.0,-0.0024529844644316954,0.004742436631234681
17,0.015014577259475215,0.0007288629737609353,-0.0013119533527696792,0.007725947521865906,0.0,-0.005830903790087461,0.016326530612244917
18,0.013767019667171,-0.019818456883509805,-0.010741301059001507,-0.010741301059001462,0.0,-0.02329803328290465,0.005748865355521948
19,0.013636363636363646,-0.016144200626959225,-0.015047021943573657,0.0015673981191222763,0.0,-0.022884012539184973,0.014733542319749215
20,0.010337078651685405,-0.005617977528089857,-0.013707865168539302,-0.0038202247191011065,0.0,-0.025842696629213457,0.009662921348314635
21,0.01703539823008853,0.008185840707964642,-0.004646017699115013,0.0013274336283186194,0.0,-0.03318584070796458,0.019247787610619516
22,0.006126482213438811,0.0009881422924901794,-0.022727272727272686,-0.0019762845849802036,0.0,-0.035573122529644244,0.020750988142292547
23,0.003574975173783468,-0.012313803376365496,-0.013306852035749817,0.0015888778550148474,0.0,-0.02879841112214505,0.00357497517378349
24,0.009779482262703731,-0.00019175455417066444,-0.0069031639501438095,-0.01323106423777567,0.0,-0.013614573346116977,0.008437200383509102
25,0.014090909090909131,0.004772727272727284,-0.009545454545454479,-0.03318181818181813,0.0,-0.01749999999999998,0.02295454545454547
26,0.011428571428571389,0.006211180124223547,0.0002484472049689046,-0.011677018633540403,0.0,-0.01888198757763977,0.013416149068322957
27,0.016117216117216105,-0.0075702075702075875,-0.0046398046398046676,-0.02710622710622712,0.0,-0.018070818070818118,0.026129426129426103
28,0.002758620689655178,-0.022298850574712637,-0.006436781609195386,-0.05839080459770114,0.0,-0.0514942528735632,0.022528735632183917
29,0.007488584474885785,-0.004383561643835687,-0.012968036529680371,-0.014794520547945255,0.0,-0.013881278538812825,0.012420091324200877
30,0.0026291079812206684,-0.0030046948356807547,0.0018779342723004744,-0.000938967136150226,0.0,-0.008075117370891994,0.0050704225352112605
31,0.005144694533762051,0.00418006430868163,-0.006430868167202575,-0.0347266881028939,0.0,-0.006752411575562745,-0.0032154340836012983
32,0.007792207792207817,-0.0043290043290042934,-0.01774891774891769,0.0008658008658009031,0.0,-0.012554112554112495,-0.00649350649350644
33,0.014899713467048704,-0.009742120343839523,-0.018911174785100248,-0.047564469914040085,0.0,-0.04985673352435529,-0.0005730659025787732
34,0.01978021978021971,-0.0021978021978022342,0.003296703296703285,-0.0054945054945055635,0.0,-0.006593406593406637,0.018681318681318636
35,0.018090452261306546,-0.004020100502512558,0.0070351758793970156,-0.01809045226130652,0.0,0.022110552763819125,0.018090452261306546
36,0.016577540106951894,-0.02192513368983957,-0.006951871657754016,-0.005347593582887678,0.0,-0.018181818181818167,-0.003208556149732633
37,0.0006369426751592355,-0.02993630573248407,-0.008917197452229297,-0.03121019108280254,0.0,-0.028025477707006363,-0.003821656050955413
38,0.003174603174603141,-0.03703703703703705,-0.015873015873015907,-0.053968253968254,0.0,-0.031746031746031765,-0.01375661375661379
39,0.011411411411411509,0.00180180180180185,-0.0036036036036035447,-0.037837837837837784,0.0,-0.032432432432432365,0.02042042042042049
40,0.023050847457627154,-0.014237288135593195,-0.005423728813559303,-0.0196610169491525,0.0,-0.02305084745762709,0.012881355932203431
41,0.005128205128205154,-0.002564102564102533,-0.03589743589743588,-0.05128205128205125,0.0,-0.03076923076923075,0.007692307692307732
42,-0.010687022900763376,-0.009160305343511487,-0.04580152671755731,-0.051908396946564905,0.0,-0.006106870229007644,0.01068702290076331
43,0.00439560439560438,0.02197802197802192,0.0043956043956043574,-0.004395604395604424,0.0,-0.006593406593406614,0.021978021978021945
44,0.017821782178217793,-0.013861386138613874,-0.05940594059405946,0.025742574257425675,0.0,-0.03762376237623766,0.00198019801980196
45,0.050000000000000044,0.03571428571428579,0.018571428571428617,0.0257142857142858,0.0,0.01714285714285717,0.028571428571428626
46,0.00826446280991736,0.0016528925619834877,-0.013223140495867725,-0.10743801652892562,0.0,-0.02975206611570247,-0.013223140495867747
47,0.0,-0.0033333333333332993,-0.02999999999999996,-0.2066666666666666,0.0,-0.023333333333333296,-0.033333333333333305
48,0.03404255319148937,-0.04255319148936167,-0.0382978723404255,-0.03404255319148937,0.0,-0.02978723404255317,-0.025531914893617013
49,0.007947019867549688,-0.007947019867549665,0.010596026490066256,0.041059602649006634,0.0,0.02516556291390728,0.01192052980132452
50,0.0015503875968992276,0.003100775193798455,0.004651162790697683,0.03565891472868221,0.0,-0.0403100775193798,0.018604651162790732
51,0.12352941176470589,0.028431372549019618,-0.0019607843137254832,-0.0039215686274509665,0.0,-0.012745098039215664,0.045098039215686316
52,0.019000000000000017,-0.010999999999999921,-0.026999999999999913,0.00800000000000003,0.0,-0.0059999999999999385,0.05300000000000005
53,-0.024096385542168707,-0.007228915662650626,-0.024096385542168707,0.04096385542168672,0.0,0.06506024096385539,0.07228915662650597
54,-0.005882352941176494,0.1352941176470588,0.0117647058823529,0.08529411764705877,0.0,0.04705882352941175,0.1705882352941176
55,0.018604651162790753,0.009302325581395366,0.009302325581395366,0.13023255813953488,0.0,0.023255813953488413,0.018604651162790708
56,0.0,0.008333333333333304,-0.004166666666666674,0.1333333333333333,0.0,0.012499999999999956,0.012499999999999978
57,0.007246376811594235,-0.020289855072463725,0.0,0.033333333333333395,0.0,0.027536231884058026,0.07536231884057976
58,0.07083333333333333,-0.032638888888888884,-0.002777777777777768,0.10763888888888891,0.0,0.01180555555555558,0.04652777777777779
59,0.008695652173913082,0.004968944099378892,-0.002484472049689401,0.19378881987577645,0.0,0.106832298136646,0.0037267080745341684
60,-0.006493506493506484,0.0038961038961039087,-0.025974025974025962,0.0480519480519481,0.0,0.014285714285714323,0.005194805194805241
61,0.005172413793103426,0.006896551724137945,-0.018965517241379293,0.07413793103448274,0.0,-0.00517241379310347,0.005172413793103426
