,la,nd,ld,lt,rexp,fix,entrophy,nuc,ndev,age,ns
0,0.0016736401673640212,0.012970711297071124,0.007740585774058584,0.005648535564853563,0.04456066945606694,-0.0006276150627614995,-0.0010460251046024993,0.012552301255230125,0.02949790794979079,0.006694560669456085,0.0
1,-0.0006843455945252042,0.00307955517536358,0.0011976047904191823,0.011976047904191633,0.005474764756201911,-0.008554319931565423,0.00307955517536358,0.001368691189050486,0.012147134302822948,0.002566295979469646,0.0
2,-0.0014746543778801692,0.001290322580645209,-0.00129032258064512,-0.0036866359447004005,0.017142857142857147,-0.007188940092165863,-0.015483870967741887,-0.0077419354838709434,0.0009216589861751556,0.0001843317972350711,0.0
3,-0.009680542110358226,0.016456921587608853,0.00019361084220712588,-0.010648596321394055,-0.0025169409486931913,-0.0007744433688286811,0.007744433688286501,-0.003097773475314658,0.00851887705711516,0.01800580832526615,0.0
4,-0.0008298755186721962,0.01576763485477184,-0.006970954356846448,-0.011286307053941869,0.006804979253112053,0.005145228215767639,-0.0056431535269709345,-0.0009958506224066355,-0.0016597510373443924,0.014439834024896302,0.0
5,0.001033591731266159,0.0009043927648578753,0.005167958656330751,0.004521963824289399,0.0076227390180878315,0.003746770025839785,-0.016279069767441888,-0.004392764857881137,-0.0074935400516796145,0.014987080103359186,0.006201550387596866
6,0.0014645308924485568,0.01647597254004578,0.008878718535469132,-0.004393592677345515,0.003844393592677342,-0.0017391304347825765,-0.011716247139588099,-0.0017391304347825765,-0.011258581235697895,0.01803203661327233,0.011899313501144194
7,0.0031645569620253554,0.02278481012658231,0.004193037974683578,0.006962025316455733,-0.0013449367088607333,0.005933544303797533,-0.006249999999999955,-0.0025316455696202224,-0.004351265822784755,0.018591772151898778,0.0143196202531646
8,-0.0005092297899427667,0.026607256524506618,-0.0008911521323997862,-0.0008911521323997862,0.0010184595798853557,0.009293443666454437,-0.005728835136855559,0.0014003819223423752,-2.2204460492503132e-17,0.020114576702737065,0.011966900063653686
9,0.016557734204793027,0.004793028322440085,0.004357298474945548,0.020479302832244018,0.006971677559912859,0.010457516339869266,-0.009150326797385611,-0.00043572984749453705,0.0017429193899782369,0.002614379084967311,0.00435729847494557
10,0.00042735042735042583,0.028632478632478642,-0.002991452991452981,0.002136752136752129,-0.0034188034188034067,0.011111111111111072,-0.006837606837606813,0.00512820512820511,0.0034188034188034067,0.04188034188034186,0.007264957264957239
11,-0.005269186712485685,0.01924398625429551,-0.005727376861397482,0.001832760595647187,-0.005498281786941584,-0.0013745704467353903,-0.0018327605956472092,0.0009163802978235935,0.006643757159221053,0.03665521191294385,0.01282932416953031
12,-0.003909304143862346,0.02548866301798285,-0.0028146989835808878,-0.007974980453479219,-0.004378420641125857,4.4408920985006264e-17,0.010476935105551255,0.0006254886630180145,0.005473025801407383,0.02799061767005475,0.012822517591868698
13,0.012664473684210508,0.017434210526315774,0.015624999999999977,0.002467105263157854,-0.003453947368421084,-0.002960526315789491,-0.010032894736842147,-0.0011513157894736947,-0.00542763157894739,0.008552631578947322,-0.000657894736842124
14,0.008306010928961705,0.036939890710382485,0.006557377049180291,0.005464480874316902,0.010491803278688505,0.0006557377049179802,-0.0017486338797814804,0.0032786885245901453,0.0015300546448086872,0.008306010928961705,0.0015300546448087093
