,rexp,la,entrophy,ndev,ld,ns,nuc,lt,age,nd,fix
0,0.02866108786610879,0.0,0.0,0.0,0.0,0.0,0.0041841004184100415,0.02217573221757323,0.04456066945606696,-0.0023012552301255205,0.001882845188284521
1,0.035414884516680865,0.006672369546621026,0.0,-0.004277159965782751,-0.0032506415739948836,0.0,-0.0018819503849444087,0.015911035072711677,0.014884516680923832,-0.003079555175363602,0.0073567151411462195
2,0.012350230414746522,0.0012903225806451869,0.002764976958525356,0.0,0.0012903225806451645,0.0,0.002764976958525356,0.009769585253456236,0.01308755760368665,0.007926267281105992,0.0009216589861751112
3,0.004840271055179058,0.0,0.006582768635043546,-0.0034849951597289543,0.0029041626331074433,0.0,0.0009680542110357849,-0.000580832526621533,0.01974830590513068,0.021297192642787975,0.008518877057115182
4,0.008298755186721962,0.009460580912863037,-0.011618257261410792,-0.008464730290456402,0.001991701244813271,0.0008298755186721962,0.0014937759336099532,0.00946058091286306,0.00879668049792528,-0.007302904564315327,0.012780082987551867
5,-0.0024547803617571474,0.005555555555555513,-0.010594315245478093,-0.012403100775193864,0.00012919896640823937,0.00012919896640823937,0.00025839793281652313,-0.005555555555555603,0.01731266149870796,-0.002196382428940624,-0.0007751937984496581
6,-0.004759725400457615,0.00027459954233415295,0.005400457665903935,-0.006407322654462177,0.0004576659038902253,-9.153318077799177e-05,0.0037528604118993725,-0.002196796338672713,0.02562929061784902,0.020778032036613305,-0.006590389016018272
7,-0.005775316455696222,0.009731012658227822,-0.0035601265822784887,-0.005300632911392422,0.005537974683544289,0.004509493670886089,-0.0038765822784810446,-0.005537974683544311,0.03164556962025315,0.030379746835443023,0.009889240506329089
8,-0.009548058561425798,0.00038192234245706393,0.003819223424570373,-0.0007638446849140612,0.00025461489497136114,0.006110757479312556,-0.0028007638446849283,2.2204460492503132e-17,0.004964990451941475,0.015531508593252741,0.029917250159134334
9,0.010021786492374707,-0.002614379084967355,0.008714596949891051,0.020479302832243973,-0.01089324618736387,0.002614379084967289,0.0013071895424836334,0.009150326797385566,0.009150326797385566,0.019172113289760317,-0.01655773420479305
10,0.0,0.0008547008547008072,-0.00042735042735047023,0.026923076923076893,-0.012820512820512886,0.0,-0.0017094017094017478,-0.002564102564102577,0.03504273504273501,0.018803418803418757,0.01666666666666663
11,0.0,0.01878579610538369,0.025658648339060664,0.022451317296678062,0.004810996563573866,0.001832760595647187,0.010080183276059529,-0.00045819014891179677,0.042153493699885414,0.04719358533791518,0.03069873997709045
12,0.0014073494917904439,0.016262705238467557,0.035496481626270546,0.013917122752150114,0.009538702111024255,0.0,0.008287724784988248,0.0003127443315089851,0.007974980453479285,0.06786551993745112,0.022204847537138427
13,0.00789473684210531,0.01743421052631582,0.0024671052631579206,0.009375000000000022,-0.0008223684210525884,-0.0019736842105262608,-0.015131578947368385,0.03092105263157896,-0.002138157894736814,0.05921052631578949,0.025493421052631617
14,0.003278688524590123,0.023606557377049153,-0.0026229508196721875,0.008961748633879729,-0.004590163934426306,-0.0013114754098360938,-0.0008743169398907735,0.013551912568305968,0.01879781420765021,0.05355191256830601,0.00415300546448083
15,-0.00017436791630343063,0.003138622493461196,0.006451612903225823,-0.0064516129032258,0.0,0.0,-0.0019180470793374038,0.0,0.011159546643417562,0.028421970357454217,0.005231037489101986
16,0.0012292562999385525,0.006637984019668175,-0.0004917025199753678,0.0027043638598648334,0.005531653349723498,-0.0003687768899815591,0.015488629379225616,0.00811309157959439,0.009219422249539089,0.023232944068838402,0.00885064535955753
17,-0.0031007751937984773,0.022480620155038756,-0.005581395348837237,0.008372093023255766,0.004341085271317824,0.0026356589147286335,0.01054263565891469,0.025271317829457306,0.0038759689922480247,0.012868217054263553,0.005116279069767393
18,0.015952380952380895,0.011428571428571389,0.0004761904761904523,0.02571428571428567,0.0033333333333332993,0.00023809523809523725,0.006190476190476168,0.017857142857142815,0.010714285714285676,0.0352380952380952,0.009285714285714253
19,-0.0008000000000000451,0.007466666666666644,0.0029333333333332766,0.0264,0.003466666666666618,0.0,0.006399999999999961,0.015466666666666651,0.04293333333333331,0.03519999999999997,0.017066666666666654
20,-0.00193103448275862,0.004413793103448272,-0.0022068965517241246,0.0055172413793103114,0.0035862068965517137,0.002482758620689629,0.01158620689655172,0.006344827586206847,0.03475862068965516,0.026482758620689627,0.007448275862068953
21,-0.004052684903748704,-0.006686930091185395,2.2204460492503132e-17,-0.005268490374873336,-0.0020263424518743188,0.0016210739614995306,0.003647416413373894,-0.004863221884498459,0.013171225937183385,0.01722391084093213,-0.0026342451874366234
22,0.005436893203883475,-0.0023300970873786574,0.003300970873786424,-0.003883495145631066,0.0,0.0,0.018834951456310665,0.0023300970873786574,0.007378640776699008,0.04116504854368932,0.00893203883495144
23,0.008978675645342271,0.006509539842873146,-0.0035914702581369305,0.002693602693602659,0.0042648709315375784,0.001122334455667784,0.008305274971941622,0.004489337822671136,0.011672278338944997,0.024691358024691336,-0.00044893378226711355
24,-0.0019543973941368088,-0.00021715526601520096,-0.006514657980456029,-0.004994571118349622,0.0019543973941368088,0.005863192182410426,0.004777415852334421,0.0004343105320304019,0.007600434310532034,0.03930510314875137,-0.0021715526601520097
25,-0.010585585585585578,0.0038288288288288673,0.004279279279279314,0.0,0.0,0.0,0.016216216216216228,-0.002702702702702675,0.010585585585585599,0.02792792792792793,-0.00585585585585584
26,-0.008194622279129283,0.0023047375160051287,0.01152368758002562,0.000256081946222797,0.0,0.0,0.01843790012804103,0.0035851472471190916,0.01792573623559539,0.014852752880921916,-0.0020486555697823315
27,0.009111111111111092,0.00822222222222222,0.002888888888888852,0.0,0.0022222222222221923,0.0,0.026222222222222213,-0.0022222222222222586,0.0024444444444444045,0.03977777777777776,0.010444444444444433
28,0.0037243947858472738,0.0005586592178770999,0.007821229050279332,0.0061452513966480105,-0.0011173184357541998,0.0,0.014152700186219702,0.005586592178770955,0.000744878957169437,0.03575418994413404,0.011918063314711324
29,0.0046511627906976605,0.006292749658002727,-0.02763337893296851,0.00998632010943914,0.011764705882352965,0.00218878248974006,-0.005882352941176472,-0.011354309165526665,0.0009575923392612928,-0.015868673050615612,0.024076607387140903
30,0.001204159824849471,0.0066776135741652975,-0.0021893814997263174,0.00952380952380949,0.006677613574165275,-0.0013136288998357947,0.0018609742747673907,-0.0076628352490421435,0.00908593322386424,0.0043787629994526565,0.022879036672140106
31,-0.002623732856291028,0.0033392963625521466,0.018485390578413807,0.0158616577221228,-0.0010733452593918002,-0.001311866428145536,-0.00023852116875375807,0.016338700059630274,-0.00023852116875375807,0.009660107334525913,0.010614192009540812
32,0.006045751633987018,0.005228758169934689,0.0008169934640523512,0.00196078431372555,0.001143790849673243,0.0,0.008006535947712501,-0.006372549019607798,-0.0032679738562091166,0.006372549019607909,0.022058823529411818
33,-0.007272727272727253,0.004755244755244759,0.004475524475524462,0.002797202797202769,0.0033566433566433185,0.0011188811188810987,0.009230769230769242,-0.0036363636363636598,0.008391608391608397,0.021818181818181827,0.005034965034965033
34,-0.026030368763557445,-0.005206073752711493,0.011713665943600904,-0.00563991323210411,4.4408920985006264e-17,0.0,0.004772234273318921,-0.000867678958785234,0.007809110629067262,0.02386117136659438,-0.009978308026030346
35,-0.014785992217898869,0.0007782101167314925,0.0046692607003890885,-0.0007782101167315147,-0.0035019455252918164,0.00038910505836575737,-0.015953307392996142,-0.016731517509727657,0.00038910505836575737,0.010505836575875449,-0.00817120622568097
36,-0.003263403263403264,0.0013986013986013956,0.028904428904428903,0.009324009324009319,0.009324009324009319,0.0023310023310022963,-0.005827505827505819,0.0004662004662004282,0.003496503496503478,0.020745920745920743,0.014219114219114214
37,-0.0007319304666056903,0.0060384263494967835,0.027081427264409874,-0.0027447392497712995,0.014455626715462012,0.000365965233302834,-0.02744739249771273,0.005672461116193905,0.01573650503202193,0.02360475754803293,0.004391582799634008
38,0.00586080586080584,0.019780219780219776,0.0542124542124542,0.010622710622710585,0.0016483516483516425,0.0,0.011721611721611703,0.0184981684981685,0.01794871794871795,0.023626373626373653,0.01501831501831501
39,-0.004800000000000004,0.005333333333333324,0.05635555555555556,-0.00906666666666669,-0.0010666666666666823,-0.00017777777777778782,-0.0028444444444444715,0.0,-0.009600000000000008,0.016177777777777756,-0.001422222222222258
40,-0.0013445378151260457,-0.0001680672268907557,-0.01058823529411761,-0.01092436974789912,-0.0010084033613445343,0.0,-0.004201680672268893,-0.00235294117647058,0.0026890756302521135,0.011260504201680722,0.010252100840336186
41,-0.0014072119613016908,-0.0070360598065083435,-0.0028144239226033374,-0.0059806508355320755,-0.0012313104661389352,0.0,-0.007739665787159167,-0.016710642040457337,-0.010378188214599815,0.011609498680738795,0.01354441512752862
42,-0.002841918294849033,0.005861456483126104,0.0008880994671403464,0.008880994671403197,0.0014209591474245275,0.0,0.003197158081705154,-0.003374777975133192,0.010301953818827703,0.05452930728241563,0.031616341030195394
43,0.002564102564102555,0.004166666666666652,0.01538461538461533,0.003044871794871784,0.0001602564102564097,0.0,0.0027243589743589647,0.0038461538461538325,0.0001602564102564097,0.03189102564102562,0.013782051282051233
44,0.004528985507246319,-0.0001811594202899114,0.008333333333333281,0.0,0.0,0.0,-0.009963768115942084,0.0,0.0018115942028984699,0.0018115942028985143,0.002355072463768071
45,-4.4408920985006264e-17,0.005378151260504183,0.0013445378151259791,0.001008403361344512,0.005714285714285694,0.0006722689075630228,0.005714285714285672,-0.012773109243697544,0.014789915966386503,0.019831932773109174,-0.020840336134453817
46,-0.005405405405405394,0.005405405405405373,-0.024570024570024596,0.0029484029484029284,0.0004914004914004621,-0.0004914004914005066,-0.02309582309582312,-0.04815724815724816,0.016707616707616668,-0.020638820638820655,-0.025552825552825585
47,0.002263083451202297,0.011881188118811914,-0.00905233380480901,0.0016973125884017116,0.01103253182461108,0.0,0.000848656294200878,-0.01244695898161241,0.0005657708628006075,0.011881188118811914,0.0011315417256011705
48,-0.004113110539845799,-0.009768637532133728,0.007197943444730038,0.0015424164524421302,0.0005141388174807026,0.0,0.0007712082262210318,-0.01259640102827766,0.006940874035989686,0.03341902313624674,0.00514138817480716
49,0.0042160737812911185,0.01607378129117256,0.03662714097496702,0.01765480895915674,0.003952569169960429,0.0,0.03504611330698282,0.00790513833992088,0.006587615283267434,0.003162055335968361,0.04426877470355728
