,fix,lt,ld,rexp,age,entrophy
0,0.0,0.011463414634146352,0.030975609756097543,-0.003170731707317076,-0.008292682926829276,0.014878048780487796
1,0.0,0.0017889087656529634,0.033989266547406104,-0.0005366726296958779,4.4408920985006264e-17,0.022540250447227204
2,0.004343329886246128,0.011065149948293707,0.07404343329886245,0.0381592554291623,-0.0026887280248190314,0.12347466390899683
3,-0.002491755221692893,0.08193477464272629,0.06515207035544157,0.0024917552216929375,0.011799193843898891,0.03964822279223161
4,0.0015695993391161122,0.046674927715819936,0.0717059066501446,2.2204460492503132e-17,0.012639405204460986,0.026352746798843453
5,0.0002409638554217386,0.010000000000000054,0.06168674698795187,0.0045783132530121005,0.0237349397590362,0.042530120481927745
6,0.0078449905482042,0.012948960302457535,0.014650283553875298,0.0020793950850662045,0.0023629489603024913,0.1264650283553875
7,0.0,0.013049151805132709,0.01887777294475863,0.00730752501087435,0.012962157459765167,0.032970856894301924
8,-0.0015469613259669,0.0682872928176795,0.026298342541436436,-0.00427255985267041,0.001325966850828686,0.1443093922651933
9,7.874015748032814e-05,0.054724409448818935,0.024173228346456722,0.00480314960629924,0.005275590551181142,0.08496062992125988
10,0.0017118402282453537,0.07603423680456489,0.012553495007132653,-0.00042796005706138287,-0.0015691868758916038,0.09343794579172608
11,0.002330363262508528,0.0749828649760109,0.006991089787525695,0.00699108978752565,0.003564084989718963,0.009458533241946477
12,-0.0008293020041465037,0.011886662059433317,0.0023496890117484792,0.002626123013130632,0.0020732550103663037,0.16295784381478925
13,0.004849201655825031,0.14370195150798346,-0.002838557066824343,0.004139562389118922,0.001419278533412216,0.18959195742164403
14,-0.0025037556334501776,0.055082623935903886,-0.001602403605408087,0.004907361041562375,-0.0007010515773660187,0.0005007511266900578
15,0.0005059021922428686,0.02310286677908944,-0.000505902192242802,0.004384485666104587,0.0010118043844857371,0.1571669477234402
16,-0.0028828828828828534,0.06342342342342344,0.008468468468468516,0.00180180180180185,0.006846846846846865,0.1702702702702703
17,0.00036563071297992524,0.13857404021937847,0.00024375380865331308,-0.0026812918951858223,0.0017062766605728807,0.1808653260207191
18,0.0006150691952845122,0.11706817016914409,0.0009226037929267683,0.0008200922603793348,0.0076883649410559585,0.1595079446437725
19,0.10140421263791374,0.17652958876629893,0.0013039117352056317,0.0024072216649950297,-0.001003009027081192,0.16298896690070214
20,-0.0012429378531073842,-0.012994350282485922,-0.0014689265536723672,-0.004293785310734521,0.006553672316384129,0.20406779661016944
21,0.0028007638446849725,0.005346912794398517,-0.006492679821769531,-0.00560152768936979,0.0005092297899427888,0.21642266072565247
22,0.0041347626339969246,0.16339969372128635,0.008269525267993849,0.001225114854517595,0.0010719754977029038,0.16217457886676873
