,age,ndev,sexp,entrophy,rexp,ns,ld,fix,nuc
0,0.0,0.057211538461538466,0.02548076923076925,0.0,-0.0009615384615384581,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07735537190082643
2,0.0,0.0,-0.017699115044247836,0.04778761061946897,0.0,0.0,0.0,0.0,0.0
3,0.00850000000000004,0.0035000000000000365,-0.005499999999999994,0.07550000000000004,-0.0029999999999999584,0.0,0.0005000000000000337,0.0005000000000000115,0.029500000000000037
4,-0.015243902439024404,-0.01097560975609757,0.0,-0.016463414634146356,-0.0012195121951219523,0.0,0.051219512195121976,-0.008536585365853666,-0.050000000000000024
5,0.045508982035928125,0.0,-0.031137724550898204,0.06467065868263473,0.0,0.0,0.0,0.0,0.00958083832335328
6,0.0,0.0,0.0,-0.07547169811320753,0.0,0.0,0.0,0.0,0.0
7,-0.15555555555555553,0.0,0.0,-0.08888888888888884,0.0,0.0,0.0,0.0,-0.11111111111111105
8,0.004081632653061273,0.0,0.036734693877551086,-0.02040816326530608,-0.01224489795918362,0.0,0.008163265306122502,-0.008163265306122413,-0.01632653061224485
9,-0.041935483870967724,0.0,0.0258064516129032,0.009677419354838701,-0.07419354838709676,0.0,-0.0064516129032258,0.0129032258064516,0.0
10,0.03555555555555558,0.0,0.013333333333333374,0.0,0.09333333333333338,0.0,0.0,0.0,-0.0444444444444444
11,-0.011764705882352955,0.0,0.0,0.03294117647058823,0.018823529411764704,0.0,0.0,0.0,-0.15058823529411763
12,0.16326530612244894,0.0,0.0,0.0,0.0,0.0,0.026530612244897944,0.0,0.0
13,-0.04646464646464645,0.0,0.0,0.018181818181818188,0.0,0.0,0.0,0.0,-0.07676767676767676
14,-0.049999999999999975,0.0,0.0,0.0857142857142857,0.0,0.0,0.0,0.0,0.01428571428571428
15,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.05
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,-0.02080924855491335,0.0,0.17109826589595373,0.0,-0.004624277456647441
18,-0.008187134502923943,0.0,0.0,0.04912280701754388,0.07134502923976609,0.0,0.0,0.0,0.0
19,-0.0009661835748791869,0.0,0.0009661835748792757,0.0743961352657005,0.0,0.0,0.05797101449275366,0.0,0.04154589371980681
20,0.0,0.0,0.011428571428571366,0.08428571428571423,0.0,0.0,-4.4408920985006264e-17,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.10562770562770565,0.0,0.0
22,0.012881355932203386,0.0,-0.0006779661016949268,0.09220338983050844,0.0,0.004745762711864399,0.0,0.0,0.007457627118644061
23,0.0,0.0,0.0,0.1544364508393285,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.08517823639774864,0.0,0.08630393996247658,0.0,0.11519699812382742,0.0,-0.021763602251407055
25,0.0,0.0,0.0,0.23196347031963477,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.012913385826771618,0.0,0.0,0.0,0.11874015748031493,0.0,0.0
27,0.0,-0.0032653061224489745,0.006530612244897949,0.041088435374149634,-0.0019047619047619425,0.0,0.06040816326530611,0.0,-0.0016326530612245094
28,0.0,0.0,0.0,0.13616236162361622,0.003690036900368998,0.0,0.006642066420664205,0.0,0.0
29,0.0,0.0,0.0,0.10329670329670329,-0.013736263736263776,0.0,0.038461538461538436,0.0,0.08076923076923075
30,0.016172506738544534,0.03557951482479791,0.05714285714285718,0.04312668463611864,0.0,0.06145552560646907,0.12830188679245286,-0.001617250673854409,0.01563342318059304
31,0.02012847965738762,0.0,0.06809421841541759,0.04925053533190584,0.0021413276231263766,0.03468950749464672,0.06937901498929337,0.010278372591006479,0.0
32,0.022030981067125643,0.014802065404475062,-0.015834767641996584,0.032702237521514646,0.0,0.0,0.08020654044750428,0.0,0.0030981067125645636
33,0.002955665024630538,0.002955665024630538,0.02725779967159283,0.04532019704433503,0.024302134646962292,0.0,0.02397372742200332,0.0,0.004597701149425282
34,0.010810810810810811,0.006756756756756776,0.007837837837837824,0.11783783783783783,0.0,0.0,0.09513513513513513,0.0,0.025675675675675656
35,0.0012461059190031153,0.0,0.017445482866043617,-0.004361370716510904,0.006230529595015577,0.0,0.12398753894080998,0.0,0.008722741433021809
36,0.030903790087463558,0.0,-0.004081632653061229,0.0769679300291545,0.015160349854227383,0.002915451895043719,0.06355685131195332,0.002915451895043719,0.014577259475218641
37,-2.2204460492503132e-17,0.0467065868263473,0.13413173652694607,0.09880239520958078,0.0,0.03473053892215565,0.06526946107784429,0.0,0.0
38,0.023809523809523857,0.0,0.0,0.09947089947089952,0.0,0.0,0.08412698412698416,0.0,0.04708994708994714
39,0.0341563786008231,0.008641975308642014,-0.006584362139917666,0.009465020576131744,0.007818930041152283,0.007407407407407441,0.017283950617283984,0.0,0.0041152263374485635
