,sexp,lt,fix,age,ndev,entrophy,la,nuc,ns
0,-0.01436781609195401,-0.0057471264367816135,-0.007471264367816088,0.011494252873563204,-0.0034482758620689945,0.010344827586206872,0.0011494252873563092,-0.059195402298850563,0.0
1,0.028405797101449283,-0.010434782608695615,0.03710144927536234,0.006956521739130461,0.003478260869565242,0.009275362318840585,0.0005797101449275477,0.03188405797101449,0.0
2,-0.004316546762589935,-0.03357314148681055,-0.008633093525179847,0.001918465227817745,0.0014388489208633116,-0.004316546762589935,0.004316546762589912,0.028776978417266175,0.0
3,-0.02321899736147761,-0.023746701846965722,-0.0031662269129288045,0.00844327176780999,0.005804749340369364,0.006332453825857476,-0.0015831134564644246,-0.0005277044854881563,0.0
4,-0.0014545454545454527,0.026909090909090903,0.03272727272727273,0.008727272727272728,-0.006545454545454532,-0.016000000000000004,-0.0007272727272727431,-0.007999999999999997,0.0
5,0.0021201413427561987,0.014840989399293302,0.008480565371024752,-0.009893992932862172,-0.047349823321554775,-0.009187279151943461,-0.007773851590105974,0.014134275618374558,0.0
6,0.03439803439803444,0.005405405405405439,-0.0014742014742014087,0.002457002457002466,-0.0058968058968058125,0.008845208845208896,0.0009828009828010353,0.028501228501228583,0.0
7,0.02976744186046516,0.031627906976744224,0.013023255813953517,0.008372093023255834,-0.006976744186046502,0.014418604651162802,0.013488372093023272,0.04511627906976745,0.0
8,-0.034615384615384624,-0.020769230769230783,0.004615384615384621,-0.00923076923076922,-0.033076923076923094,-0.012307692307692287,-0.015384615384615396,-0.05307692307692311,0.0
9,0.05287356321839083,-0.004597701149425237,0.010344827586206917,0.011494252873563227,-0.0011494252873563092,0.03218390804597706,2.2204460492503132e-17,0.05287356321839083,0.0
10,0.07114624505928856,0.02134387351778657,0.04426877470355732,0.02055335968379448,0.030830039525691723,0.023715415019762865,0.011067193675889353,0.0632411067193676,0.0
11,0.0025210084033614024,0.06806722689075635,0.01092436974789921,0.013445378151260567,0.014285714285714346,0.01092436974789921,0.013445378151260545,0.05462184873949586,0.0
12,-0.035175879396984966,0.017085427135678333,0.010050251256281362,0.0060301507537687815,0.01608040201005021,0.015075376884422065,-0.0010050251256281894,0.02311557788944718,0.0
13,-0.0023346303501945664,0.0,-0.005447470817120626,-0.0038910505836575737,0.013229571984435773,-0.007003891050583633,0.0077821011673151474,0.0404669260700389,0.0
14,0.011392405063291111,0.013924050632911389,-0.006329113924050644,0.0341772151898734,0.010126582278481,0.018987341772151868,0.008860759493670867,0.013924050632911378,0.0
15,-0.03362831858407074,-0.053097345132743334,-0.044247787610619406,-0.012389380530973404,-0.0070796460176990594,0.017699115044247815,0.0070796460176991705,-0.01946902654867253,0.0
16,-0.009937888198757716,0.013664596273291996,-0.01614906832298133,0.007453416149068337,-0.03975155279503102,0.002484472049689446,0.00869565217391306,-0.05465838509316765,0.0
17,0.008536585365853666,0.023170731707317073,0.012195121951219523,-0.0012195121951219523,-0.056097560975609785,-0.012195121951219523,-0.01097560975609757,-0.007317073170731714,0.0
18,0.019117647058823507,0.038235294117647055,0.023529411764705865,0.013235294117647034,-0.032352941176470584,-0.025000000000000022,-0.03676470588235292,-0.0044117647058823815,0.0
19,-0.06727272727272726,-0.030909090909090886,-0.0018181818181818078,0.0,-0.014545454545454506,-0.009090909090909061,-0.0018181818181818078,-0.030909090909090865,0.0
20,0.05714285714285723,0.17857142857142866,0.007142857142857184,0.0,0.007142857142857206,0.021428571428571484,0.0,0.07142857142857148,0.0
21,0.05675675675675675,0.010810810810810834,-0.005405405405405394,0.016216216216216207,0.02702702702702704,0.010810810810810789,-0.005405405405405394,0.07297297297297298,0.0
22,0.040186915887850436,-0.0009345794392523699,0.002803738317756976,0.0,-0.014018691588785081,-0.010280373831775736,-0.010280373831775713,-0.024299065420560772,0.0
23,0.02943396226415105,0.024905660377358595,0.01735849056603782,0.013584905660377445,-0.0037735849056603765,-0.005283018867924527,0.005283018867924527,0.009056603773584948,0.0
24,0.010699588477366273,0.06090534979423866,-0.0074074074074073955,-0.0008230452674897082,0.03374485596707817,-2.2204460492503132e-17,-0.0016460905349794165,0.041975308641975316,0.0
25,-0.0092165898617512,-0.021198156682027715,0.008294930875576001,0.0,-0.016589861751152134,-0.0009216589861751334,-0.0009216589861751556,0.0036866359447004227,0.0
26,0.042857142857142906,0.06250000000000004,0.04107142857142858,0.025,0.007142857142857162,-0.014285714285714258,0.0017857142857143238,0.0553571428571429,0.0
27,0.06206896551724137,4.4408920985006264e-17,0.0,0.020689655172413834,0.020689655172413834,0.0,-0.013793103448275845,0.013793103448275912,0.0
28,0.0,-0.019047619047619025,-0.05714285714285712,-0.019047619047619025,-0.08571428571428567,-0.028571428571428536,0.0,0.1142857142857143,0.0
29,0.14285714285714288,0.05714285714285718,0.008163265306122458,0.0,0.05714285714285716,0.0,0.0,0.163265306122449,0.0
30,0.17910447761194026,0.0029850746268656357,0.014925373134328313,0.0029850746268656582,0.023880597014925353,-0.005970149253731361,-0.0029850746268656803,0.005970149253731294,0.0
31,0.0012903225806451645,-0.00903225806451614,-0.0012903225806451645,0.0025806451612903182,-0.006451612903225812,0.0,0.0,0.002580645161290307,0.0
32,0.001298701298701288,0.02987012987012987,0.001298701298701288,-0.0012987012987013102,0.020779220779220765,-0.0025974025974026204,-0.0012987012987013102,0.022077922077922075,-0.0012987012987013102
33,-0.025806451612903226,0.04516129032258063,0.0365591397849462,-0.010752688172043001,0.0,0.0,0.0,0.04946236559139785,0.0
