,la,nuc,exp,fix,entrophy,nd,sexp,ns,lt,ndev,age,ld
0,0.0,0.0,0.0,0.0,0.12453900709219856,0.0,0.0,0.0,0.0,0.0,0.13129078014184392,0.0
1,-0.00033472803347276423,0.0,0.0,0.0,0.07933054393305443,0.0,0.0,0.0,0.0,2.2204460492503132e-17,0.08393305439330549,0.0
2,0.0,0.0,0.0,0.0,0.1975726369988966,0.0,-0.0009562339095256167,0.0,0.0,0.0,0.18337624126517096,0.007723427730783295
3,0.0,0.0,0.0,0.0,0.19057924888605984,0.0,0.0,0.0,0.006874602164226617,0.0,0.18198599618077663,0.021769573520050933
4,0.0,0.0,0.0,0.004285257435241463,0.16731691717300928,0.003709625839462749,0.0,0.0,0.0,0.0,0.15689158938279504,0.014390789894467581
5,-0.03688556822650413,0.0,0.0,0.0,-0.02123476209201729,-0.0033818324813212675,-0.0022807707432166867,0.0,0.004246952418403472,0.0,0.011639795517105788,0.0011010617381046028
6,0.05121781489213646,0.00890744606819771,-0.007654836464857273,-0.013778705636743193,0.0,0.0,0.008907446068197688,0.0,0.008629088378566508,-0.05998608211551837,0.0,0.021990257480862963
7,0.034840265220012004,-0.004581072935503361,0.0,0.0,0.0,0.021097046413502074,0.0,0.0,0.0013261000602772244,0.018927064496684732,0.019168173598553294,0.0
8,0.0,0.0,0.0,0.0,0.0,0.014032321639731938,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.017116843702579664,0.0,0.00722306525037939,0.0,0.0,0.006433990895295949,0.00163884673748107,0.0,0.04661608497723828,-0.01663125948406674,0.0,-0.0010925644916540023
10,-0.06350148367952517,0.0,-0.002751551119503626,0.0,0.0,0.01354194766657677,0.0,0.0,0.06371729161046673,0.008416509306717068,0.0,-0.045103857566765514
11,0.04523871641012258,-0.0027132794156013995,0.0,0.0,0.06099660840073047,0.0,0.0,0.0,0.0003130707018001111,0.010957474563005465,0.06929298199843462,0.02233237672841113
12,0.05603529782540184,0.0,0.0,0.0,0.05780018909549325,0.0,0.0,0.0,0.01739678537661522,0.0,0.0808698392688308,0.0
13,0.08641370869033053,0.0,0.0,0.0,0.06886984904120771,0.0,0.0,0.0,0.07637698898408815,0.04104447164422691,0.07466340269277852,0.0
14,0.01274549098196398,0.024529058116232516,-0.0009619238476953562,-0.002805611222444848,0.0,0.0,-0.00825651302605208,0.0,0.007535070140280609,0.009939879759519089,-0.01226452905811617,-0.004168336673346662
15,0.02311178247734138,0.012009063444108792,0.009592145015105769,0.0,-0.004607250755287029,-0.003398791540785484,-0.0006797583081570747,0.0,0.053323262839879135,0.01465256797583081,0.0009818731117825052,-0.005891238670694876
16,0.05173410404624279,0.0,0.0,0.0,0.0,0.008453757225433534,0.0,0.0,0.0,0.0476156069364162,0.0,0.0
17,-0.017385057471264353,0.0,0.0,0.0,0.0,0.003017241379310387,0.0,0.0,0.06465517241379312,0.015876436781609216,0.0,-0.0513649425287356
18,-0.032003507233669494,0.0,0.0,0.0,0.06944322665497582,0.0010521701008328944,0.0,0.0,0.0,0.0,0.13695747479175793,0.0
19,-0.018529795563288442,-0.0006959547629404427,0.0042627229230099315,0.0,-0.01948673336233151,0.0,0.0,0.0,0.02131361461504999,0.030448020878642866,0.0,0.0
20,0.08126888217522654,0.0,0.0,0.0,0.0,-0.02197885196374627,0.0,0.0,0.04909365558912384,0.0,-0.026359516616314214,0.0
