,age,entrophy,fix,ld,lt,rexp
0,0.0,0.0519335345082557,0.0,0.17966163104391547,-0.15926812152701403,0.0
1,0.0,-0.09789455561758766,0.0,-0.05560729618139597,-0.18740723911010737,0.0
2,0.0,0.0519335345082557,0.0,0.17966163104391547,-0.15926812152701403,0.0
3,0.0,-0.23839281869358664,0.0,0.08006286099415645,-0.15417004230056985,0.0
4,0.0,0.08129426656133269,0.0,0.0640716596284252,0.25562417282014305,0.0
5,0.0,-0.3049631982197621,0.0,0.04017205775242744,0.1647911404673347,0.0
6,0.0,0.026326212962707922,0.0,0.0640716596284252,0.1696021274088668,0.0
7,0.0,0.041588384208391505,0.0,0.0640716596284252,0.2953300551730843,0.0
8,0.0,-0.09789455561758766,0.0,-0.05560729618139597,-0.18740723911010737,0.0
9,0.0,-0.09789455561758766,0.0,-0.05560729618139597,-0.18740723911010737,0.0
10,0.0,-0.09789455561758766,0.0,-0.05560729618139597,-0.18740723911010737,0.0
11,0.0,-0.038407579336768166,0.0,-0.12478316919777407,-0.17771834237454875,0.0
12,0.0,-0.09789455561758766,0.0,-0.05560729618139597,-0.18740723911010737,0.0
13,0.0,-0.09789455561758766,0.0,-0.05560729618139597,-0.18740723911010737,0.0
14,0.0,-0.09789455561758766,0.0,-0.05560729618139597,-0.18740723911010737,0.0
15,0.0,0.0519335345082557,0.0,0.17966163104391547,-0.15926812152701403,0.0
16,0.0,-0.09789455561758766,0.0,-0.05560729618139597,-0.18740723911010737,0.0
17,0.0,-0.09789455561758766,0.0,-0.05560729618139597,-0.18740723911010737,0.0
18,0.0,-0.09789455561758766,0.0,-0.05560729618139597,-0.18740723911010737,0.0
19,0.0,0.023657154518117555,0.0,-0.12478316919777407,-0.23978307622943443,0.0
20,0.0,-0.09789455561758766,0.0,0.07946390943701996,0.3366124643623858,0.0
21,0.0,-0.09789455561758766,0.0,-0.05560729618139597,-0.18740723911010737,0.0
22,0.0,-0.013657673096338824,0.0,-0.02790132011168597,0.3015589932080247,0.0
23,0.0,0.0519335345082557,0.0,0.17966163104391547,-0.15926812152701403,0.0
24,0.0,0.08129426656133269,0.0,0.0640716596284252,0.25562417282014305,0.0
25,0.0,-0.09789455561758766,0.0,-0.05560729618139597,-0.18740723911010737,0.0
26,0.0,-0.09789455561758766,0.0,-0.05560729618139597,-0.18740723911010737,0.0
27,0.0,0.08129426656133269,0.0,0.0640716596284252,0.25562417282014305,0.0
