,age,entrophy,fix,la,ld,lt,nd,ndev,ns,nuc,rexp
0,-0.055781550082258866,-0.0020346710325401017,-0.0010190395354127036,-0.00640410710697674,-0.026426038124173816,0.1025306861650411,0.08475539016673653,0.006313314349684746,0.0,-0.05802123627989221,-0.007373144438609889
1,0.1484299071723173,-0.001625923566331074,-0.0012547578585286343,-0.011582890521983514,-0.018480065928790736,0.024103850644283355,0.08225343287502611,0.0003986931006031614,0.0,0.01217793932609112,-0.034071580173787905
2,-0.07312402023448675,-0.0023014992672876935,-0.0012397946768212679,-0.002631919078508364,-0.012564436298731817,0.007065498063439084,0.13124236514631746,0.0005358017218690909,0.0,0.02105784804994102,-0.030047014109033397
3,0.18921375918110828,0.0087051489086464,-0.001114290885154353,0.015814377817523463,0.02904097909564762,0.02857448725988713,-0.017348159495303456,0.0006171802156590303,0.0,0.02355929660568982,-0.000131916043599054
4,-0.07822680146207417,-0.0020930047215214926,-0.0012938522638938049,-0.0026062393983846675,-0.011109268443934379,0.005987595434593807,0.1227163657538709,0.0005358017218690909,0.0,0.020395532610873065,-0.030969047100102936
5,-0.1147819571092429,-0.01326070408343321,-0.0012392958932787735,-0.026310445441973238,-0.031947724037374656,-0.0058776179491192865,-0.04670081764606329,-0.0002829160002337168,0.0,0.020973240032047435,-0.03211378132050041
6,0.21417300154509045,0.007773764819780222,0.01390341153057211,0.018747241142638777,0.02760017909572529,0.010678895487270029,-0.017466998338228915,0.010460910428636968,0.0,-0.06417208927176837,-0.020642403394743155
7,0.15249571019077882,0.009662243398445645,0.017720480805740735,0.011225849838928338,-0.0019380317117494747,0.024021292145563627,0.052846100015661764,0.0019914873912139823,0.0,0.013561054517859349,-0.015900860461334057
8,0.163013855153482,-0.004428992551041207,-0.0010744861501017365,0.028475769478012787,0.03000815378220545,0.011129273247884122,-0.009488080581898524,0.00025947755531722036,0.0,0.007336885254669855,0.12118550939790576
9,0.19775438942171095,0.004160970435510402,-0.0008064333142020453,0.010008336600048667,0.008121447240967824,0.009986792513725602,-0.016189812614463506,0.007103028976051736,0.0,-0.06863340313065353,-0.017671985391356042
10,-0.08281337175414712,-0.002585680301224829,-0.0010877225179016143,0.004916276022724182,0.02261178796597225,-0.0019089744534859653,-0.04093592856432432,0.008754783465439791,0.0,-0.06672204154914138,-0.017470956562025474
11,-0.09054963435444842,0.0017596425198917278,-0.0009165166784863882,0.004270975843790966,-0.00045599663672313495,-0.003631229467276032,-0.03355724729175971,0.008754783465439791,0.0,-0.076132251062262,-0.013700079633235662
12,-0.1081802850642045,0.0008064726260788302,-0.001302917167233437,0.006191832610333413,-0.005290208603573607,0.023191680971177346,-0.02667133966907678,0.0022054106123431234,0.0,0.015381797722697698,-0.01914638454508725
13,-0.12605132898554047,0.006192285680917722,0.01754255351917611,0.006078226028310807,-0.008726583980006001,-0.000708016417994859,-0.03178451132545553,0.0023637377738525834,0.0,0.021099097147794246,-0.016816178782729084
14,0.150089562012527,0.004715538369302461,-0.0013008171967342811,0.009907281897614398,0.03617656042675413,0.026621295353490754,0.05597760500019049,0.001787603983655429,0.0,0.006698267237538585,-0.01840445896458302
15,0.20714061542349865,0.015162913470692553,-0.0006778962665756015,0.04786907852027618,0.02804345988544595,0.03150993733217402,-0.06633330052926135,0.009351412426224998,0.0,-0.036001608388823166,-0.020980361438962036
16,-0.11854639043136926,0.005700812226364149,-0.0012638667263982334,0.009321676892768482,0.028815366223761515,0.00637144519253432,-0.03746611575301107,0.0035418013148475693,0.0,0.02126671560789629,-0.02066057551751016
17,-0.10522172119567645,-0.002120510228329484,-0.0008633618884130454,-0.0014489407035903241,-0.03096932433983125,-0.0016570304925029801,0.08496929130988436,0.006313314349684746,0.0,-0.06962985885444686,-0.0067852805676250835
18,0.12384105262564685,0.0029177427080840077,0.01398936722846785,0.011011181852638495,0.027486841741105206,0.026065758320942076,0.04937848527759802,0.00018508466754775147,0.0,0.018152932259767322,0.10023446604332462
19,0.21597871550974482,0.00265986720552331,-0.0006634163943789488,0.009097414616441098,-0.002775782968389741,0.010231150041874686,-0.01926384253139506,0.007103028976051736,0.0,-0.06653212456256799,-0.01615578615530208
20,0.20116793300036453,0.001411319787181499,-0.000947848194697189,-0.01836251164295697,-0.019827855094263155,0.0068650496920873395,-0.016167186693573372,0.007103028976051736,0.0,-0.06812000282508072,-0.011315840249248492
21,0.1919086583630389,0.013537797171698283,-0.0010930992560000837,0.016589769891691884,0.03421015174478849,0.021223100271084393,-0.018319955837246157,0.001973547654905208,0.0,0.02304597694544077,-0.01963682215847329
