,age,entrophy,fix,ld,ndev,ns,nuc,rexp,sexp
0,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
1,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,-0.1803833460022218,-0.21628710712468224,2.1986645861716907
2,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
3,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,-0.34756916295237494
4,0.24862717106512144,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
5,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
6,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.21628710712468224,2.1986645861716907
7,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,-0.1803833460022218,0.20094776553692434,2.1986645861716907
8,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
9,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
10,0.24862717106512144,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
11,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.21628710712468224,2.1986645861716907
12,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.22446844348812278,0.8845917778801097
13,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.21628710712468224,2.1986645861716907
14,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,-0.34756916295237494
15,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,-0.1803833460022218,-0.21628710712468224,2.1986645861716907
16,0.24862717106512144,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.22446844348812278,2.1986645861716907
17,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
18,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,-0.1803833460022218,-0.22446844348812278,2.1986645861716907
19,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.21628710712468224,-0.34756916295237494
20,0.24862717106512144,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
21,0.24862717106512144,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.22446844348812278,2.1986645861716907
22,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.22446844348812278,2.1986645861716907
23,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.22446844348812278,2.1986645861716907
24,0.24862717106512144,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.22446844348812278,2.1986645861716907
25,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,-0.34756916295237494
26,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.22446844348812278,2.1986645861716907
27,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,-0.1803833460022218,-0.21628710712468224,0.8845917778801097
28,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,-0.1803833460022218,0.20094776553692434,0.8845917778801097
29,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.21628710712468224,0.8845917778801097
30,0.24862717106512144,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
31,0.24862717106512144,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
32,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
33,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.22446844348812278,0.8845917778801097
34,0.24862717106512144,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
35,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,-0.1803833460022218,-0.21628710712468224,0.8845917778801097
36,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
37,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
38,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
39,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
40,-0.04604206871576323,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.21628710712468224,-0.34756916295237494
41,0.24862717106512144,-0.11328598692652012,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
42,0.24862717106512144,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
43,0.24862717106512144,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.22446844348812278,2.1986645861716907
44,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.21628710712468224,2.1986645861716907
45,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
46,0.24862717106512144,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.22446844348812278,2.1986645861716907
47,-0.04604206871576323,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,-0.22446844348812278,-0.34756916295237494
48,0.24862717106512144,0.1613467086529226,0.0,0.0,0.627742591072631,0.0,0.2705750190033327,0.20094776553692434,2.1986645861716907
