,age,entrophy,fix,la,ld,lt,nd,ndev,ns,nuc,rexp
0,0.003478260869565216,-0.011956521739130439,-0.035869565217391305,0.002173913043478261,0.00043478260869565317,-0.27478260869565213,-0.003913043478260869,0.00021739130434782536,0.0,0.22695652173913058,0.023260869565217387
1,-0.006304347826086958,0.004347826086956522,0.004999999999999999,0.000434782608695652,-0.00043478260869565224,-0.009782608695652178,-0.04717391304347829,0.002173913043478261,0.0,-0.003260869565217392,-0.015000000000000003
2,0.0006521739130434789,0.011304347826086957,0.006086956521739129,0.0008695652173913042,0.00043478260869565165,-0.014130434782608699,-0.027826086956521744,0.001739130434782609,0.0,-0.04891304347826085,-0.00021739130434782658
3,-0.051304347826086935,-0.008043478260869567,0.006521739130434784,-0.035,0.003913043478260868,0.01717391304347826,-0.01804347826086957,-0.09891304347826083,0.0,0.047826086956521734,0.06586956521739132
4,0.0023913043478260873,0.012826086956521746,0.0045652173913043465,0.0019565217391304345,-0.000217391304347826,-0.01021739130434783,-0.03478260869565219,0.003913043478260869,0.0,-0.04347826086956524,-0.006956521739130433
5,0.2071739130434782,0.008478260869565218,0.007391304347826086,0.0015217391304347822,0.00021739130434782628,0.1689130434782609,0.2678260869565217,0.06130434782608695,0.0,0.10326086956521734,0.10391304347826087
6,0.0015217391304347828,-0.003913043478260872,0.08717391304347828,0.0006521739130434779,1.206764157201257e-18,-0.0767391304347826,-0.009130434782608695,0.0015217391304347839,0.0,0.13760869565217393,-0.2086956521739131
7,0.0036956521739130426,0.0010869565217391298,0.016086956521739134,0.000217391304347826,0.0006521739130434784,0.004565217391304348,-0.029565217391304365,0.000652173913043478,0.0,-0.044782608695652176,-0.022608695652173924
8,0.0013043478260869549,-0.02673913043478261,0.007608695652173918,0.0008695652173913048,-0.0013043478260869568,-0.04500000000000002,-0.05630434782608696,0.0010869565217391302,0.0,0.05217391304347828,-0.0036956521739130413
9,0.0026086956521739124,-0.006521739130434776,0.0008695652173913012,0.00021739130434782387,-0.00021739130434782387,0.09891304347826087,0.051521739130434785,-0.0006521739130434812,0.0,0.6167391304347829,0.16652173913043486
10,0.003913043478260867,-0.002173913043478264,-0.0028260869565217422,0.0,0.00021739130434782447,0.08499999999999999,0.026304347826086965,-0.0006521739130434789,0.0,0.6571739130434783,0.1630434782608696
11,0.0017391304347826066,0.0006521739130434804,0.002608695652173912,0.0015217391304347828,0.00043478260869565224,0.02195652173913044,0.00413043478260869,-0.0028260869565217357,0.0,0.7465217391304347,0.15326086956521734
12,0.0017391304347826081,-0.003260869565217392,0.0034782608695652167,0.0017391304347826081,0.0,-0.04369565217391306,-0.009130434782608702,-0.00043478260869565224,0.0,-0.021956521739130444,0.0015217391304347815
13,0.004347826086956522,-0.001304347826086957,0.028478260869565224,0.0006521739130434778,-0.000652173913043478,0.00521739130434782,0.021521739130434786,-0.003260869565217392,0.0,-0.14934782608695651,0.024347826086956504
14,0.0013043478260869553,0.003913043478260869,0.003913043478260869,0.000434782608695652,0.0,0.0010869565217391296,-0.010652173913043479,-0.001956521739130434,0.0,-0.01652173913043479,-0.05152173913043479
15,0.005000000000000001,-0.011304347826086959,0.016956521739130436,-0.008478260869565218,-0.0036956521739130426,-0.011739130434782615,-0.20608695652173914,-0.004565217391304348,0.0,0.23934782608695657,-0.08543478260869562
16,0.009782608695652173,0.0013043478260869568,-0.012391304347826088,-0.0002173913043478257,0.0,0.01695652173913043,0.06869565217391305,-0.006956521739130436,0.0,-0.13543478260869565,-0.011739130434782615
17,0.0010869565217391315,-0.014565217391304352,-0.06891304347826088,0.0019565217391304328,0.0008695652173913047,0.014130434782608694,-0.020000000000000004,0.00043478260869565165,0.0,0.14847826086956525,-0.13347826086956519
18,-0.0015217391304347837,0.0008695652173913037,-0.003260869565217392,0.0006521739130434785,0.000217391304347826,0.000869565217391304,0.004565217391304347,0.0010869565217391302,0.0,-0.026304347826086972,-0.04717391304347827
19,0.012391304347826088,-0.02347826086956522,-0.01847826086956522,-0.00043478260869565257,-0.0006521739130434789,0.1056521739130435,0.3923913043478261,-0.004347826086956524,0.0,0.37826086956521754,0.08869565217391306
20,-0.07043478260869562,-0.10847826086956518,-0.042826086956521736,-0.01456521739130434,-0.03130434782608695,0.04978260869565219,-0.14217391304347826,-0.004347826086956521,0.0,0.2695652173913043,0.024782608695652176
21,0.0034782608695652167,0.00043478260869565165,0.0032608695652173907,0.0008695652173913042,0.000217391304347826,0.0032608695652173907,-0.007826086956521741,-0.000217391304347826,0.0,-0.04739130434782611,-0.02608695652173914
22,0.013913043478260872,0.0013043478260869562,0.006956521739130433,0.0013043478260869577,-0.00021739130434782387,0.0832608695652174,0.045,-0.007173913043478265,0.0,0.7382608695652175,0.04739130434782609
23,-0.1532608695652174,0.01434782608695652,0.011521739130434782,-0.0006521739130434785,0.0006521739130434782,-0.06,-0.15434782608695646,0.0023913043478260856,0.0,0.39173913043478253,-0.12239130434782611
24,0.0010869565217391302,-0.019565217391304346,0.010869565217391308,-0.027608695652173918,0.004999999999999999,-0.05260869565217392,-0.01521739130434783,0.001304347826086956,0.0,0.07195652173913045,-0.04521739130434782
25,0.004130434782608695,-3.0169103930031427e-19,0.025217391304347834,0.0006521739130434782,0.00043478260869565257,0.025869565217391307,0.04891304347826087,-0.0032608695652173924,0.0,-0.19369565217391305,0.021739130434782598
26,0.005434782608695651,0.005000000000000001,0.004782608695652174,0.0,0.00043478260869565284,-0.008695652173913044,-0.05956521739130433,-0.005000000000000001,0.0,0.004347826086956522,-0.016739130434782614
27,0.0036956521739130426,0.004347826086956521,0.006304347826086958,-0.002173913043478261,-0.0006521739130434785,0.19086956521739126,-0.0034782608695652175,0.0021739130434782605,0.0,0.029782608695652187,0.6991304347826086
28,0.005652173913043478,-0.002173913043478259,0.0041304347826086945,0.0023913043478260856,0.0019565217391304336,0.005652173913043476,-0.008695652173913044,0.00021739130434782628,0.0,-0.06152173913043477,-0.01760869565217392
29,0.004347826086956521,-0.002173913043478262,-0.05130434782608694,5.2795931877555e-19,0.00021739130434782688,0.024782608695652165,0.1093478260869565,-0.004565217391304347,0.0,-0.14391304347826092,-0.0067391304347826095
30,-0.0026086956521739106,-0.00021739130434782536,0.0043478260869565235,0.00043478260869565013,0.0010869565217391302,0.04565217391304348,-0.22456521739130442,0.0017391304347826072,0.0,0.38369565217391316,-0.27956521739130435
31,0.006304347826086955,0.04717391304347828,0.056956521739130406,0.001956521739130434,0.0,0.3308695652173914,0.0019565217391304423,0.0026086956521739098,0.0,0.2558695652173913,0.22630434782608705
32,0.006739130434782608,-0.0032608695652173924,0.02434782608695653,0.000869565217391304,0.0,0.002826086956521738,-0.006521739130434784,0.0010869565217391304,0.0,-0.0876086956521739,-0.008478260869565215
33,0.029130434782608704,0.010000000000000004,0.0056521739130434775,-0.00021739130434782612,-0.000217391304347826,0.15934782608695655,0.22282608695652178,0.03847826086956522,0.0,0.18304347826086956,0.2819565217391305
34,-0.0013043478260869599,-0.002826086956521738,0.0782608695652174,-6.033820786006285e-19,-0.000869565217391304,-0.0408695652173913,0.045434782608695656,-0.013478260869565219,0.0,0.042391304347826085,-0.1767391304347826
35,0.003478260869565215,-0.001956521739130435,0.0241304347826087,0.0010869565217391302,0.0,0.018478260869565225,-0.005217391304347828,-0.00043478260869565273,0.0,-0.06565217391304347,-0.04391304347826089
36,0.0060869565217391295,-0.0073913043478260835,-0.005434782608695652,0.0015217391304347822,0.0002173913043478284,0.09021739130434779,0.22434782608695653,-0.003478260869565216,0.0,0.4123913043478263,0.2115217391304347
37,0.0015217391304347815,0.0006521739130434789,0.0010869565217391278,0.002608695652173912,-0.0006521739130434782,0.0782608695652174,0.005217391304347821,-0.0030434782608695656,0.0,0.7254347826086953,0.11891304347826089
38,0.00717391304347826,-0.014565217391304348,-0.05956521739130434,0.0008695652173913022,0.00043478260869565224,0.03739130434782611,0.20391304347826084,-0.012173913043478268,0.0,-0.023913043478260853,-0.20956521739130435
39,0.003478260869565218,0.00021739130434782688,0.003260869565217389,-0.000652173913043477,0.0,0.08565217391304347,0.12065217391304346,-0.00717391304347826,0.0,0.6310869565217389,0.09347826086956522
