,entrophy,exp,fix,la,ld,lt,ndev,ns,nuc,rexp
0,0.0,0.004865920190801253,0.22488885351916743,2.126083769170255,1.3553552249394614,-0.0,0.0,0.0,0.0,0.20499602145907125
1,-0.0,-0.022723827545470584,0.22488885351916743,0.74014062088111,0.5183257241535493,0.0,-0.0,-0.0,-0.0,0.20231421038573738
2,-0.0,-0.021178090874542435,0.22488885351916743,0.8854455766732521,0.6060815132409684,0.0,-0.0,-0.0,-0.0,0.1966477802467406
3,-0.0,0.01127023609454297,0.22488885351916743,-0.13805804219947004,-0.3895143455912079,0.0,-0.0,-0.0,-0.0,-0.042702894292609844
4,-0.0,-0.00817327711706441,0.22488885351916743,-0.029585757411436216,0.04132751760956255,0.0,0.0,-0.0,0.0,-0.49577933254486084
5,-0.0,-0.017453760726991976,-0.3998024062562977,0.3020753132208459,0.23135040066166718,0.0,0.0,-0.0,-0.0,0.07720207380046609
6,0.0,0.011281431665922432,0.22488885351916743,0.1443774729231348,0.19861751895596078,0.0,0.0,-0.0,0.0,0.1829978185504285
7,0.0,0.011321226490360747,-0.3998024062562977,0.24537644207084358,0.12809818561518604,-0.0,0.0,-0.0,0.0,0.20030412470287165
8,0.0,0.010868106122719276,0.22488885351916743,1.6816721787345292,-0.3895143455912079,-0.0,-0.0,0.0,-0.0,0.5091700371225653
9,0.0,0.011221989084034852,0.22488885351916743,0.8940407787129966,-0.3895143455912079,-0.0,-0.0,-0.0,-0.0,0.5091700371225653
10,-0.0,0.01155703426232975,0.22488885351916743,0.08246474344279034,0.08912852900941477,-0.0,0.0,-0.0,-0.0,0.19725696617382316
11,0.0,0.01151742538194034,0.22488885351916743,-0.020164436511589546,-0.032001442789207836,0.0,0.0,-0.0,0.0,0.19815859697155452
12,-0.0,-0.005685356645047652,0.22488885351916743,0.07646985280085226,0.013357233271094563,0.0,0.0,-0.0,0.0,0.04988326757295469
13,-0.0,-0.004819650679276363,-0.3998024062562977,-0.4431064864527542,-0.1962870915168754,0.0,0.0,-0.0,0.0,-0.7130722495861317
14,-0.0,0.01156006903938558,0.22488885351916743,-0.5095007220493605,-0.29290071855404165,0.0,0.0,-0.0,0.0,0.015211111977520592
15,0.0,0.011505179057244063,0.22488885351916743,0.036808478185170024,0.013357233271094563,0.0,0.0,-0.0,0.0,0.20022433849795876
16,0.0,0.011570677281004249,-0.3998024062562977,0.01408946295141525,0.09784286648496439,-0.0,0.0,0.0,0.0,0.20172174199906714
17,0.0,-0.015055827708726998,-0.3998024062562977,-0.5095007220493605,-0.3895143455912079,0.0,0.0,-0.0,-0.0,0.20077661745456016
18,-0.0,0.011587305174139499,-0.3998024062562977,-0.1895574122907443,-0.09967346447970919,-0.0,0.0,0.0,0.0,0.19269599366092996
19,0.0,0.011594846329952144,-0.3998024062562977,0.08830784827644428,-0.021671977153415404,-0.0,0.0,-0.0,-0.0,0.19938765754578686
20,-0.0,0.01156006903938558,0.22488885351916743,-0.5095007220493605,-0.29290071855404165,0.0,0.0,-0.0,0.0,0.015211111977520592
21,0.0,0.011505179057244063,0.22488885351916743,0.036808478185170024,0.013357233271094563,0.0,0.0,-0.0,0.0,0.20022433849795876
22,0.0,0.011221989084034852,0.22488885351916743,0.8940407787129966,-0.3895143455912079,-0.0,-0.0,-0.0,-0.0,0.5091700371225653
23,0.0,0.01151742538194034,0.22488885351916743,-0.020164436511589546,-0.032001442789207836,0.0,0.0,-0.0,0.0,0.19815859697155452
24,-0.0,-0.004478880599214771,0.22488885351916743,0.005990726262371639,-0.16518445062464232,0.0,0.0,-0.0,0.0,0.19919590574537352
25,0.0,-0.001391160713769932,0.22488885351916743,1.607031607113571,-0.3895143455912079,-0.0,0.0,0.0,0.0,0.15552166617974408
26,0.0,-0.015055827708726998,-0.3998024062562977,-0.5095007220493605,-0.3895143455912079,0.0,0.0,-0.0,-0.0,0.20077661745456016
27,0.0,-0.005392872326353299,-0.3998024062562977,0.24537644207084358,0.1471346300695769,0.0,0.0,-0.0,0.0,0.1815020608828204
28,0.0,0.011373308377638393,0.22488885351916743,0.5828921871333921,0.3860907702508254,0.0,0.0,-0.0,0.0,0.226719945722256
29,-0.0,-0.004916465418107471,0.22488885351916743,0.16180388461373194,0.04752338211079855,0.0,0.0,-0.0,0.0,-0.4682814462206292
30,-0.0,0.011356003780927316,0.22488885351916743,-0.28313483157344616,-0.09967346447970919,0.0,0.0,-0.0,0.0,0.18704499425674226
31,0.0,0.011373308377638393,0.22488885351916743,0.5828921871333921,0.3860907702508254,0.0,0.0,-0.0,0.0,0.226719945722256
32,-0.0,0.011387425347869965,0.22488885351916743,-0.0716638066028638,-0.05528610942760371,0.0,0.0,-0.0,0.0,0.008258054969032985
33,0.0,0.011449722540050462,-0.3998024062562977,0.3855321428013056,0.4257879430980654,0.0,0.0,-0.0,0.0,0.18299494665863428
34,0.0,-0.0072940843379427,0.22488885351916743,0.8178929669765348,0.46867001708411404,-0.0,0.0,-0.0,0.0,0.20025451527962657
35,-0.0,-0.0062807702843406,-0.3998024062562977,-0.6030781413320622,-0.29290071855404165,-0.0,0.0,-0.0,-0.0,-1.2553373596624025
36,-0.0,0.009726633712673472,0.22488885351916743,-0.4431064864527542,-0.1962870915168754,-0.0,-0.0,-0.0,-0.0,0.1369677322282195
37,0.0,0.009720228300469006,-0.3998024062562977,-0.39160711636147993,-0.23638536967863977,-0.0,-0.0,-0.0,-0.0,0.19910749644408685
38,-0.0,0.011387425347869965,0.22488885351916743,-0.0716638066028638,-0.05528610942760371,0.0,0.0,-0.0,0.0,0.008258054969032985
39,0.0,-0.006034632319891514,-0.3998024062562977,0.15756908115396737,0.09784286648496439,0.0,0.0,-0.0,0.0,0.17155747438978583
40,-0.0,-0.004819650679276363,-0.3998024062562977,-0.4431064864527542,-0.1962870915168754,0.0,0.0,-0.0,0.0,-0.7130722495861317
41,-0.0,-0.004916465418107471,0.22488885351916743,0.16180388461373194,0.04752338211079855,0.0,0.0,-0.0,0.0,-0.4682814462206292
42,-0.0,-0.00817327711706441,0.22488885351916743,-0.029585757411436216,0.04132751760956255,0.0,0.0,-0.0,0.0,-0.49577933254486084
43,0.0,-0.005081803775208112,0.22488885351916743,0.4585936820290652,0.263099836220829,0.0,0.0,-0.0,0.0,-0.34647547406871815
44,0.0,-0.005392872326353299,-0.3998024062562977,0.24537644207084358,0.1471346300695769,0.0,0.0,-0.0,0.0,0.1815020608828204
45,0.0,-0.005081803775208112,0.22488885351916743,0.4585936820290652,0.263099836220829,0.0,0.0,-0.0,0.0,-0.34647547406871815
