,age,entrophy,fix,la,ld,lt,ndev,ns,nuc,rexp,sexp
0,-0.2569565217391304,0.013695652173913046,0.0,0.1358695652173913,0.19586956521739135,-0.017173913043478265,0.0,-0.016086956521739127,-0.034999999999999996,-0.5158695652173912,-0.004347826086956519
1,-0.0013043478260869577,0.013913043478260879,0.0,0.19673913043478258,0.2343478260869565,0.005217391304347819,0.0,-0.00043478260869565257,0.010652173913043485,0.041521739130434776,-0.0006521739130434692
2,0.19478260869565214,-0.008260869565217394,0.0,0.18391304347826085,0.2267391304347827,-0.04652173913043479,0.0,-0.00043478260869565257,-0.038478260869565226,-0.02565217391304347,0.013913043478260877
3,-0.012826086956521746,-0.007391304347826089,0.0,0.2384782608695653,0.17130434782608692,-0.044782608695652176,0.0,-0.0010869565217391313,-0.012391304347826083,0.17804347826086953,-0.009347826086956517
4,-0.003695652173913043,-0.0026086956521739154,0.0,0.2039130434782609,0.27804347826086956,0.001956521739130432,0.0,-0.00043478260869565257,-0.021086956521739128,0.049130434782608694,-0.005217391304347819
5,-0.012391304347826098,-0.005869565217391308,0.0,0.26652173913043475,0.35130434782608694,-0.003695652173913041,0.0,-0.0004347826086956514,-0.03217391304347827,-0.053478260869565225,-0.009782608695652168
6,-0.0006521739130434758,-0.005217391304347828,0.0,-0.01282608695652174,0.0023913043478260964,-0.020652173913043487,0.0,-0.0013043478260869577,-0.06695652173913044,-0.3910869565217392,-0.0036956521739130417
7,-0.0028260869565217405,-0.003260869565217392,0.0,0.21760869565217386,0.23760869565217393,0.003913043478260873,0.0,0.0,-0.006304347826086952,0.04108695652173911,0.01217391304347827
8,0.03847826086956522,-0.0028260869565217366,0.0,0.20195652173913037,0.218695652173913,0.0047826086956521754,0.0,-0.00043478260869565257,-0.0015217391304347791,0.01673913043478261,0.024130434782608703
9,-0.008478260869565215,-0.004347826086956525,0.0,0.2734782608695651,0.35630434782608694,-0.004347826086956536,0.0,-0.0006521739130434789,-0.03804347826086957,-0.05652173913043478,-0.017391304347826077
10,-0.005652173913043478,-0.002391304347826089,0.0,0.20978260869565216,0.28,0.0034782608695652193,0.0,-0.00043478260869565257,-0.01673913043478261,0.0417391304347826,-0.009782608695652166
11,-0.013913043478260867,-0.005434782608695652,0.0,0.19565217391304351,0.31565217391304345,-0.02673913043478261,0.0,-0.0006521739130434789,-0.017173913043478272,0.06499999999999999,-0.012391304347826083
12,0.0758695652173913,-0.004565217391304347,0.0,0.17804347826086953,0.22804347826086957,-0.017391304347826094,0.0,-0.00043478260869565257,-0.016739130434782624,0.024347826086956518,0.032826086956521755
13,0.03804347826086957,-0.005652173913043484,0.0,-0.26717391304347826,-0.26565217391304347,0.0015217391304347835,0.0,-0.0006521739130434774,0.013043478260869568,-0.008913043478260867,-0.004565217391304346
