,age,entrophy,exp,fix,la,ld,lt,nd,ndev,ns,nuc
0,0.0,-0.02537763853328156,0.0,0.0,0.0,0.0,0.0,0.4874480161850087,0.02010431040531374,0.0,0.0
1,0.0,-0.02537763853328156,0.0,0.0,0.0,0.0,0.0,0.4874480161850087,0.02010431040531374,0.0,0.0
2,0.0,-0.02537763853328156,0.0,0.0,0.0,0.0,0.0,0.4422653760323592,-0.08743037315799218,0.0,0.0
3,0.0,0.6076336340734665,0.0,0.0,0.0,0.0,0.0,-0.16296714514820784,0.005828560579691812,0.0,0.0
4,0.0,-0.02537763853328156,0.0,0.0,0.0,0.0,0.0,0.4874480161850087,0.02010431040531374,0.0,0.0
5,0.0,-0.06826584765452738,0.0,0.0,0.0,0.0,0.0,-0.336339131167656,0.005828560579691812,0.0,0.0
6,0.0,-0.02537763853328156,0.0,0.0,0.0,0.0,0.0,0.4874480161850087,0.02010431040531374,0.0,0.0
7,0.0,-0.06826584765452738,0.0,0.0,0.0,0.0,0.0,-0.336339131167656,0.005828560579691812,0.0,0.0
8,0.0,-0.02537763853328156,0.0,0.0,0.0,0.0,0.0,0.4874480161850087,0.02010431040531374,0.0,0.0
9,0.0,0.6076336340734665,0.0,0.0,0.0,0.0,0.0,-0.16296714514820784,0.005828560579691812,0.0,0.0
10,0.0,0.6076336340734665,0.0,0.0,0.0,0.0,0.0,-0.16296714514820784,0.005828560579691812,0.0,0.0
11,0.0,-0.02537763853328156,0.0,0.0,0.0,0.0,0.0,0.4874480161850087,0.02010431040531374,0.0,0.0
12,0.0,0.6076336340734665,0.0,0.0,0.0,0.0,0.0,-0.16296714514820784,0.005828560579691812,0.0,0.0
13,0.0,-0.06826584765452738,0.0,0.0,0.0,0.0,0.0,-0.336339131167656,0.005828560579691812,0.0,0.0
14,0.0,-0.02537763853328156,0.0,0.0,0.0,0.0,0.0,0.4874480161850087,0.02010431040531374,0.0,0.0
15,0.0,-0.06826584765452738,0.0,0.0,0.0,0.0,0.0,-0.336339131167656,0.005828560579691812,0.0,0.0
16,0.0,-0.02537763853328156,0.0,0.0,0.0,0.0,0.0,0.4874480161850087,0.02010431040531374,0.0,0.0
17,0.0,-0.06826584765452738,0.0,0.0,0.0,0.0,0.0,-0.336339131167656,0.005828560579691812,0.0,0.0
18,0.0,-0.02537763853328156,0.0,0.0,0.0,0.0,0.0,0.4874480161850087,0.02010431040531374,0.0,0.0
19,0.0,-0.06826584765452738,0.0,0.0,0.0,0.0,0.0,-0.30516310946232783,-0.025347461125636406,0.0,0.0
20,0.0,-0.02537763853328156,0.0,0.0,0.0,0.0,0.0,0.4874480161850087,0.02010431040531374,0.0,0.0
21,0.0,-0.06826584765452738,0.0,0.0,0.0,0.0,0.0,-0.336339131167656,0.005828560579691812,0.0,0.0
22,0.0,-0.06826584765452738,0.0,0.0,0.0,0.0,0.0,-0.336339131167656,0.005828560579691812,0.0,0.0
