,age,entrophy,fix,ld,lt,rexp
0,0.003087272011618199,0.11119534944914239,0.004607330140387357,0.07465272943835767,-0.1644271853950846,0.02644005991113472
1,0.036600360278235294,-0.07294536876362381,-0.0009372887229920517,0.05561030241509034,-0.10981659745832067,-0.040090355116810174
2,-0.0012439864354486232,0.1547726205570884,-0.0006326624634647337,0.05329397326107987,-0.18157554209325347,0.03094115272955434
3,0.03669216216725423,-0.13966567565134227,-0.0009372887229920517,0.11223152998692375,-0.10005388957301906,-0.03984578557524568
4,0.027441858631875555,0.12543388006140468,-0.0003941857600394186,0.059775574044602715,0.17918865345264387,-0.009092839254017021
5,0.011377472794249204,-0.40631136209806973,-0.0005420054200542005,0.06644600832328278,0.05209849637699855,-0.005677305628580567
6,-0.00791373345519533,0.02608471048181309,0.0010840108401084009,0.08459384143687385,0.39389385330162535,0.0022573173947748413
7,0.1289948613160166,0.056169875862668195,-0.0006326624634647337,0.03344587909035019,0.2624667456261186,0.019555300568311024
8,-0.01327407368981267,-0.16987148664686746,-0.0003788072471919688,-0.11744218301029076,-0.14086532873644608,0.0006554087423737073
9,-0.007388194743449234,-0.16385702737743052,-0.0009372887229920517,-0.04695611732483203,-0.2131125753411312,-0.008925267078400155
10,0.44406700340665106,0.02590708240821194,-0.0009372887229920517,0.12531671495141705,-0.09779879898106586,0.0034452869377781456
11,-0.04798574597784643,-0.16830039445841,-0.016912530268885773,-0.11146915847185197,-0.15505169713902908,-0.00028047368397670497
12,-0.007388194743449234,-0.16385702737743052,-0.0009372887229920517,-0.04695611732483203,-0.2131125753411312,-0.008925267078400155
13,-0.007388194743449234,-0.16385702737743052,-0.0009372887229920517,-0.04695611732483203,-0.2131125753411312,-0.008925267078400155
14,-0.010469159418274608,-0.15758259429748417,-0.0009372887229920517,-0.04064436915240526,-0.2974747667835527,0.007108178374708819
15,-0.052687290308984294,0.19830292809040445,-0.01849450005534311,0.25073933715334995,0.11040145968685722,0.011738065433715753
16,0.002169494059297777,-0.16078778345650957,-0.0009372887229920517,-0.1327401110618317,-0.13487912385156192,-0.014001657554637767
17,-0.007388194743449234,-0.13217611569651883,-0.0009372887229920517,-0.04695611732483203,-0.2447934870220429,-0.008925267078400155
18,0.44532358672720124,0.055333473116240935,0.0018745774459841035,0.12575730740765606,-0.13173423163486023,0.0034452869377781456
19,0.0030566392721554274,0.057666518754513764,0.004607330140387357,-0.13148409970706268,-0.2233225302781419,0.013005553582854015
20,0.0036032454557498672,-0.3463122478156368,-0.003346802416274095,-0.029799134523052176,-0.15770696118041927,0.033561900479632485
21,0.0034260773798479643,-0.16304230442939224,0.0018745774459841035,-0.1322995186055927,-0.1371336448244446,-0.014001657554637767
22,0.0020924141562496078,-0.29875128988857114,-0.0009372887229920515,-0.11330945984953632,0.30433634063362824,0.0065692836712217505
23,-0.023522613614709757,0.13912965337277824,-0.0009936766034327011,0.16330038360613014,-0.08857755684924284,0.01279146966294523
24,0.027441858631875555,0.12543388006140468,-0.0003941857600394186,0.059775574044602715,0.17918865345264387,-0.009092839254017021
25,0.46796925941214973,0.02062130339024077,-0.0009372887229920517,0.12059161772250139,-0.11557853262280432,0.007333640820904742
26,-0.006609656543009023,-0.1823803204181204,0.0018745774459841035,-0.061232566553994325,-0.257527131081361,0.005875097150500712
27,0.0015064523029009703,0.08887990391140613,0.0007883715200788373,0.06810836873410482,0.28961246914708133,0.05110443438442807
28,0.07924486331322672,0.258806704692759,-0.009513042349279403,-0.0625209585025644,0.21891914604839746,0.015063286797460811
29,0.006719372372766875,-0.23186403517681697,-0.0009372887229920517,-0.09347273638768701,-0.2119388979827554,0.031493585897484626
30,0.08496224913713349,0.21411173421270197,-0.009513042349279403,-0.03890593290748009,0.22897641451548975,0.020368577391434394
31,0.03794874548780442,-0.14192019662422495,0.0018745774459841035,0.11267212244316276,-0.10230841054590176,-0.03984578557524568
32,0.01539534438402448,0.2352193172255072,-0.0035801212014096428,0.08586983137756711,0.1481448438268021,0.01895078438750856
33,-0.0032690302713800695,-0.20884992858728202,-0.0003788072471919688,-0.12131822697964888,-0.21812041385854952,0.05193640694405257
34,0.0018296446940679403,-0.3399913357029407,-0.0009372887229920515,-0.1304288711015324,0.3689024491605825,0.0006254016728150597
35,-0.022465042526378994,0.01220474453438722,-0.0003788072471919687,-0.011821605044863844,0.5137618346813402,0.00869887560270759
36,0.003087272011618199,0.11119534944914239,0.004607330140387357,0.07465272943835767,-0.1644271853950846,0.02644005991113472
37,0.0323313232926091,-0.17477103066315572,-0.0005420054200542005,0.1374550623980607,-0.08456086282528419,-0.04149143415059675
38,0.027441858631875555,0.12543388006140468,-0.0003941857600394186,0.059775574044602715,0.17918865345264387,-0.009092839254017021
39,0.45362469220939805,0.028976326329132947,-0.0009372887229920517,0.03953272121441735,-0.019565347491496556,-0.0016311035384594733
40,0.12817176912858427,0.05235775981285773,-0.0003941857600394186,0.06087639908500972,0.2295977936368091,0.029390464096778392
41,-0.07187315173411352,0.002603353905575587,0.004607330140387357,-0.022819206239655956,0.1471577157870538,0.011752529569324072
42,0.046827021803331564,-0.14203876146146124,-0.0009372887229920517,-0.20936495128151383,-0.2646686285910837,0.07018260825371939
43,-0.006609656543009023,-0.1823803204181204,0.0018745774459841035,-0.061232566553994325,-0.257527131081361,0.005875097150500712
44,0.027441858631875555,0.12543388006140468,-0.0003941857600394186,0.059775574044602715,0.17918865345264387,-0.009092839254017021
45,0.037856943598785484,-0.0751998897365065,0.0018745774459841035,0.056050894871329374,-0.11207111843120338,-0.040090355116810174
46,0.006387561985036451,0.048112172861231164,0.0012653249269294676,-0.07133162678797186,-0.3069254474401218,0.0460214262196026
47,0.03794874548780442,-0.14192019662422495,0.0018745774459841035,0.11267212244316276,-0.10230841054590176,-0.03984578557524568
48,-0.00815742784897639,-0.10814422501377449,0.0007576144943839375,0.018318148471665213,-0.087131033477844,0.052777976006124626
49,0.006366281190986208,-0.2575643993904665,-0.0009372887229920517,-0.051537604374969945,-0.2006322426040621,0.0043052539015044425
50,-0.0013204418518082402,0.1032463205495313,-0.0006326624634647337,-0.13945821137613074,-0.25003858220569275,0.011732989112271077
51,0.027441858631875555,0.12543388006140468,-0.0003941857600394186,0.059775574044602715,0.17918865345264387,-0.009092839254017021
52,-0.0013204418518082402,0.16350465813999185,-0.0006326624634647337,0.06202601084398333,-0.19397237333864772,0.025950364225501295
53,-0.022204391956537638,0.14267487842579166,0.0019873532068654027,0.1637660324088356,-0.09767055095838156,0.013574338447894716
54,-0.008289145956730602,0.0618414277852004,-0.0006326624634647337,-0.12680902014833828,-0.2267631301999328,0.02418194274797193
55,0.03669216216725423,-0.06935757337362633,-0.0009372887229920517,0.0413137476349862,-0.096670159156479,-0.04261983591756411
56,-0.0027885662820493085,-0.3303598977841931,-0.0009372887229920515,-0.021522588279361054,0.17865160740422636,0.01029006699770246
57,-0.00809470348943432,-0.10554912166078018,0.0007576144943839375,0.0114577886698101,-0.09399139327969912,0.06384086789729843
58,0.0323313232926091,-0.17477103066315572,-0.0005420054200542005,0.1374550623980607,-0.08456086282528419,-0.04149143415059675
59,0.03669216216725423,-0.06935757337362633,-0.0009372887229920517,0.0413137476349862,-0.096670159156479,-0.04261983591756411
60,0.03794874548780442,-0.14192019662422495,0.0018745774459841035,0.11267212244316276,-0.10230841054590176,-0.03984578557524568
61,-0.023522613614709757,0.13912965337277824,-0.0009936766034327011,0.16330038360613014,-0.08857755684924284,0.01279146966294523
62,0.03669216216725423,-0.13966567565134227,-0.0009372887229920517,0.11223152998692375,-0.10005388957301906,-0.03984578557524568
63,-0.0006724838535219274,0.049092403789959674,-0.002303665070193678,-0.12829163802929228,-0.20651788987015035,0.012222684797904514
64,-0.01857065500421456,0.1406449318924552,-0.0003941857600394186,0.16894591733210249,-0.09654327955250606,0.008044930666670596
65,-0.015655279259482215,0.048967357063369216,-0.0006326624634647337,-0.02359151905910851,-0.3105232960495292,0.024964811532921443
66,-0.26207935445569225,0.1271854242974546,-0.10133226629988187,-0.16965619185126307,-0.1054003015838805,0.011282689893263111
67,0.027441858631875555,0.12543388006140468,-0.0003941857600394186,0.059775574044602715,0.17918865345264387,-0.009092839254017021
68,0.014011801464804312,-0.293004712104456,-0.00027100271002710027,0.045316508598503016,-0.17367104684297247,-0.05534451136881478
69,-0.0047419021600958915,-0.09629148161938358,-0.0003788072471919688,0.04101398300136998,-0.12395871534924421,0.052777976006124626
70,0.03669216216725423,-0.13966567565134227,-0.0009372887229920517,0.11223152998692375,-0.10005388957301906,-0.03984578557524568
71,-0.007541233467275273,0.07063646934534351,-0.0009936766034327011,0.07297399663102741,0.35458970752893876,0.010334736565398225
